description,calories,protein,carbs,fat
"Fish, tofu, and vegetables, tempura with Pasta with cream sauce, restaurant and Asparagus, frozen, unprepared with Cookie, peanut butter",666.5,16.2,43.0,48.7
"Frankfurter, turkey with Quinoa, no added fat and Carrot, dehydrated with Oil, corn, peanut, and olive",2053.1,33.0,117.1,45.3
"Beef salad with Flavored rice, brown and wild and Broccoli, raw with Peanut butter and jelly",654.3,35.1,46.5,36.4
"Burrito, chicken, cheese with Pasta with vegetables, no sauce or dressing and Cucumber, for use on a sandwich",598.0,27.9,80.1,17.6
"Chicken breast, rotisserie, skin not eaten with Apple, candied and Crab salad with Almond oil",737.6,53.5,45.7,39.5
"Tofu yogurt with Apple, dried and Salad dressing, NFS, for salads with Cashews, NFS",1471.6,10.3,133.6,54.7
"Mayonnaise, made with tofu with Banana, baked and Cucumber, cooked",2311.5,10.9,56.6,55.7
"Eggs, Grade A, Large, egg yolk with Quinoa, fat added and Cucumber salad made with cucumber and vinegar with Oil, corn, peanut, and olive",2485.6,31.1,38.6,66.5
"Yogurt, Greek, with oats with Snacks, rice cakes, brown rice, buckwheat and Kale, raw with Avocado, raw",852.5,30.6,155.9,14.4
"Pastrami, turkey with Flavored rice, brown and wild and Oil, olive, salad or cooking with Avocado, for use on a sandwich",4091.5,28.8,35.3,114.7
"Beef and broccoli with Pasta, gluten free and Kale, raw",543.5,23.4,69.1,18.9
"Beef salad with Orange Blossom and Broccoli, raw with Flax seeds",659.2,32.9,29.8,35.3
"Fish, tuna, cooked with Flour, rice, brown and Bean salad, yellow and/or green string beans with Walnuts, honey roasted",1020.7,61.2,130.6,27.0
"Chicken breast, rotisserie, skin not eaten with Quinoa, uncooked and Kale, NS as to form, cooked with Soup, peanut",2608.2,66.7,102.2,19.5
"Fish, tuna, canned with Cereal, granola and Cucumber, cooked with Oil, avocado",935.1,44.0,104.5,39.1
"Cottage cheese, farmer's with Seeds, breadfruit seeds, roasted and Guacamole with tomatoes",677.5,27.6,74.7,31.7
"Fish, tuna salad with Seeds, breadfruit seeds, raw and Spinach, creamed",657.0,37.5,64.0,28.4
"Egg burrito with Pie, sweet potato and Tomatoes, raw",797.0,24.6,95.8,35.5
"Fat, turkey with Pasta with sauce, NFS and Cucumber, cooked",1582.5,9.5,32.1,156.8
"Fish, tuna, NFS with Pasta with vegetables, no sauce or dressing and Soup, bean",410.5,38.9,46.4,7.5
"Beef, steak, sirloin, lean only eaten with Quinoa, no added fat and Carrot, dehydrated with Almond butter",941.1,59.8,114.6,29.2
"Soup, miso or tofu with Peanut butter sandwich, with regular peanut butter, on wheat bread and Soup, pepperpot",697.0,29.1,66.3,37.7
"Yogurt, Greek, Blueberry, CHOBANI with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Bean salad, yellow and/or green string beans with Oil, walnut",1898.5,25.6,129.6,51.0
"Nutritional powder mix (EAS Soy Protein Powder) with Bread, whole wheat, toasted and Spinach, raw with Avocado, raw",1077.0,94.9,140.6,14.0
"Fish, tuna, cooked with Cereal or granola bar (Quaker Chewy Granola Bar) and Soup, bean with Cookie, peanut butter",1029.0,59.0,125.7,36.9
"Beef, steak, ribeye, lean and fat eaten with Bread, whole wheat, toasted and Spinach souffle with Oil, corn, peanut, and olive",1112.6,61.2,78.2,62.0
"Fish oil, salmon with Crisp, apple and Oil, olive, salad or cooking with Peanut butter",5465.2,7.5,48.6,272.1
"Egg, Benedict with Pasta with tomato-based sauce and cheese and Asparagus, canned, cooked with oil",655.5,28.4,37.6,43.9
"Yogurt, Greek, strawberry, lowfat with Bread, oatmeal and Cucumber, cooked",1107.0,25.6,94.6,13.7
"Chicken breast tenders, breaded, uncooked with Pasta, vegetable, cooked and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust with Seeds, chia seeds, dried",3164.9,43.3,99.1,42.7
"Beef, steak, strip, lean and fat eaten with Orange, raw and Oil, olive, salad or cooking",4168.0,40.7,17.7,125.2
"Fish, salmon, fried with Cookie, oatmeal and Soup, pepperpot",1226.5,38.5,127.4,63.9
"Eggs, Grade A, Large, egg whole with Apple, baked and Tomatoes, raw with Flax seeds",1196.8,22.6,44.7,25.5
"Pastrami, turkey with Beans and brown rice and Soup, pepperpot",542.5,37.1,48.2,21.9
"Yogurt, Greek, plain, nonfat with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Pea salad with Cashews, unsalted",1079.1,31.9,118.3,52.4
"Salmon salad with Apple, dried and Fried broccoli",907.0,21.9,125.3,39.4
"Almond chicken with Apple, baked and Carrots, raw, salad",674.0,25.2,58.4,40.1
"Beverages, Protein powder whey based with Rice flour, brown and Broccoli, raw with Avocado, raw",1135.5,130.9,131.7,9.0
"Nutritional powder mix (EAS Soy Protein Powder) with Apple, raw and Crab salad with Cashews, unroasted",973.1,83.4,94.3,28.4
"Fish, tuna salad with Banana, baked and Tomatoes, raw",542.0,26.1,66.8,19.0
"Chicken breast, rotisserie, skin not eaten with Seeds, breadfruit seeds, raw and Cucumber, raw",518.5,53.8,46.8,13.9
"Veggie burger, on bun with Pasta with tomato-based sauce and cheese and Soup, bean with Nuts, walnuts, glazed",656.5,30.1,87.5,21.2
Turkey with gravy with Sweet potato tots and Guacamole with tomatoes,619.0,35.9,66.4,32.3
"Tofu, fried with Cereal or granola bar (Quaker Granola Bites) and Kale, NS as to form, cooked with Cookie, peanut butter",2511.4,43.3,126.0,64.4
"Egg, creamed with Sherbet, orange and Cucumber and vegetable namasu with Nuts, walnuts, english",1592.0,16.1,68.2,28.5
Nutritional powder mix (EAS Soy Protein Powder) with Pasta with tomato-based sauce and cheese and Lobster salad with Almond oil,1105.6,87.3,89.6,43.0
"Beef, steak, ribeye, lean and fat eaten with Apple, raw and Bean salad, yellow and/or green string beans with Chia seeds",706.9,41.5,41.5,42.3
"Burrito, beef, cheese with Cereal or granola bar (Quaker Granola Bites) and Spinach, raw with Olive oil",1239.0,33.5,144.3,57.9
"Chicken breast, rotisserie, skin not eaten with Oatmeal, NFS and Green bean casserole",386.0,47.3,23.8,11.5
"Beef, steak, ribeye, lean only eaten with Sherbet, orange and Salad dressing, NFS, for salads with Cashews, NFS",1764.1,45.0,56.4,75.2
"Turkey with gravy with Pasta with vegetables, no sauce or dressing and Cucumber, for use on a sandwich",419.5,38.0,40.0,10.7
"Beef, steak, sirloin, lean only eaten with Apple, raw and Tomato powder with Oil, walnut",1272.5,55.2,96.9,32.6
"Fish, tuna salad with Bread, oatmeal and Cucumber and vegetable namasu",740.0,37.1,99.1,20.7
"Bologna, turkey with Bread, pita, whole-wheat and Green beans, raw",2003.5,33.8,98.3,26.8
"Fish, salmon, fried with Beans and brown rice and Carrots, raw, salad with Cookie, peanut butter",986.5,38.4,80.4,57.1
"Egg, Benedict with Apple, candied and Lobster salad with Almond oil",952.6,33.0,58.4,66.8
"Salmon salad with Apple, candied and Fried green beans",743.5,22.3,71.4,42.1
"Pastrami, turkey with Bananas, dehydrated, or banana powder and Bean salad, yellow and/or green string beans",836.5,33.8,150.5,17.0
"Fat, turkey with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Kale, raw",2105.0,14.2,101.9,181.8
"Beverages, Protein powder soy based with Apple, baked and Green bean casserole",2655.5,85.8,84.4,15.2
"Yogurt, Greek, plain, nonfat with Pasta, gluten free and Fried green beans",583.0,24.3,85.4,14.9
"Turkey with gravy with Snacks, rice cakes, brown rice, buckwheat and Soup, tomato",776.5,44.8,126.2,10.8
"Fish, tuna salad with Flour, rice, brown and Spinach souffle with Almonds, flavored",1045.8,43.5,137.5,36.3
"Yogurt, Greek, with oats with Pasta, cooked and Asparagus, raw with Nuts, walnuts, glazed",619.0,25.9,87.1,12.4
"Nutritional powder mix, protein, NFS with Orange Blossom and Fried green beans with Almond paste",966.7,123.4,53.4,19.8
"Fish, tuna, cooked with Banana, baked and Carrot, dehydrated with Peanut butter",936.2,58.1,131.6,21.7
"Fish, tuna, NFS with Pasta, vegetable, cooked and Guacamole with tomatoes",464.5,37.1,48.0,14.7
Orange chicken with Sweet potato paste and Green bean casserole,906.5,24.4,153.5,21.7
"Burrito, beef, cheese with Bread, whole wheat, toasted and Salad dressing, NFS, for salads",1249.0,41.5,119.4,66.4
"Frankfurter, turkey with Quinoa, uncooked and Muffin, carrot",4023.5,44.5,146.4,48.3
"Beef and broccoli with Snacks, rice cakes, brown rice, buckwheat and Broccoli, raw with Walnuts, honey roasted",949.2,33.2,138.4,30.1
"Yogurt, Greek, plain, lowfat with Orange, raw and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust with Cookie, peanut butter",1853.5,29.6,62.8,20.9
"Chicken breast, sauteed, skin eaten with Rice flour, brown and Cucumber, cooked",898.5,50.1,118.1,23.3
"Eggs, Grade A, Large, egg yolk with Pasta, cooked and Green beans, pickled",2389.5,34.6,58.5,44.8
"Fish, tuna, canned with Peanut butter sandwich, with regular peanut butter, on wheat bread and Guacamole with tomatoes",842.5,53.1,64.3,45.2
"Beef, steak, ribeye, lean and fat eaten with Sherbet, orange and Tomatoes, raw",1356.5,37.7,49.6,35.8
"Soup, miso or tofu with Crisp, berry and Oil, olive, salad or cooking with Chia seeds",4150.9,10.9,59.0,120.6
"Yogurt, Greek, plain, nonfat with Cereal or granola bar (Quaker Granola Bites) and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust with Avocado dressing",2082.1,38.5,136.5,47.5
"Beef, steak, strip, lean and fat eaten with Quinoa, uncooked and Cucumber salad made with cucumber and vinegar",2737.0,61.0,103.1,34.2
"Yogurt, Greek, strawberry, lowfat with Bread, whole wheat, toasted and Bean salad, yellow and/or green string beans with Flax seeds",1267.8,38.8,107.6,20.3
"Fish, salmon, canned with Banana chips and Bean salad, yellow and/or green string beans",1091.5,43.9,100.6,61.7
"Egg, creamed with Bread, oatmeal and Oil, olive, salad or cooking with Cashew butter",4416.9,26.1,85.6,130.1
"Fish, salmon, fried with Seeds, breadfruit seeds, raw and Crab salad",935.0,46.7,62.6,55.3
"Burrito, chicken, cheese with Pasta with sauce, NFS and Asparagus, raw with Cashews, unsalted",726.1,33.8,79.9,23.3
"Beef, steak, ribeye, lean only eaten with Flour, rice, brown and Asparagus, frozen, unprepared",916.5,53.7,117.3,26.8
"Egg, creamed with Quinoa, cooked and Oil, olive, salad or cooking",4102.0,18.3,40.2,118.4
"Fish, tuna salad with Bread, pita, whole-wheat and Carrots, raw, salad",2142.5,40.0,115.6,32.2
"Frankfurter, turkey with Apple, baked and Asparagus, canned, cooked with oil",1614.0,20.9,42.2,34.1
"Fish, salmon, canned with Rice flour, brown and Cucumber, cooked with Cashews, salted",880.2,50.7,122.8,20.8
"Tofu yogurt with Seeds, breadfruit seeds, boiled and Carrot, dehydrated",1184.0,21.3,151.6,7.6
"Beverages, Protein powder soy based with Quinoa, no added fat and Spinach, creamed",2700.0,92.4,81.3,17.3
"Egg, creamed with Cereal or granola bar (Quaker Chewy Granola Bar) and Cucumber, raw with Nuts, walnuts, english",1276.0,23.1,118.6,50.3
"Soup, miso or tofu with Bread, oatmeal and Broccoli, raw with Avocado dressing",542.5,18.8,83.6,14.7
"Yogurt, Greek, strawberry, lowfat with Bread, whole wheat, toasted and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust with Cookie, peanut butter",2397.9,45.9,128.7,27.5
"Burrito, beef, cheese with Crisp, apple and Kale, NS as to form, cooked with Olive oil",927.0,27.2,92.4,49.7
"Fat, turkey with Orange, raw and Cucumber salad made with cucumber and vinegar",1459.0,1.9,24.5,150.0
"Nutritional powder mix (EAS Whey Protein Powder) with Pasta with tomato-based sauce and cheese and Bean salad, yellow and/or green string beans with Walnuts, honey roasted",965.2,110.6,66.8,28.5
"Eggs, Grade A, Large, egg whole with Bread, pita, whole-wheat and Spinach souffle",2703.5,39.0,92.4,26.1
"Pastrami, turkey with Apple, dried and Asparagus, raw with Avocados, raw, California",762.5,28.3,109.0,12.2
"Cottage cheese, farmer's with Orange Blossom and Kale, raw",404.0,20.2,24.9,16.5
"Fish, tuna salad with Bread, sweet potato and Green bean casserole",698.0,38.9,89.2,20.4
"Salmon salad with Crisp, apple and Asparagus, frozen, unprepared with Oil, walnut",1221.0,23.7,53.5,55.7
"Fat, turkey with Sweet potato paste and Spinach souffle with Nuts, walnuts, glazed",2010.5,7.7,127.0,164.2
"Beef, steak, sirloin, lean only eaten with Banana, baked and Tomato powder with Almonds, flavored",957.4,59.2,126.4,30.2
"Orange chicken with Rice flour, brown and Cucumber salad made with cucumber and vinegar",971.5,33.0,155.2,23.3
"Nutritional powder mix, protein, NFS with Flour, rice, brown and Asparagus, frozen, unprepared",1099.5,131.2,126.7,8.3
"Beef and broccoli with Sweet potato paste and Soup, bean",764.5,20.1,132.0,17.2
"Frankfurter, turkey with Quinoa, fat added and Guacamole with tomatoes",1763.5,26.5,44.1,47.2
"Fish, tofu, and vegetables, tempura with Pasta with tomato-based sauce, restaurant and Asparagus, canned, cooked with oil",550.5,13.2,36.8,39.5
"Eggs, Grade A, Large, egg white with Marmalade, orange and Bean salad, yellow and/or green string beans",1736.5,20.0,116.0,5.0
"Fish, tuna salad with Quinoa, no added fat and Cucumber, for use on a sandwich with Almond oil",609.1,31.2,48.9,31.9
"Chicken breast tenders, breaded, uncooked with Sweet potato chips and Broccoli, raw",2482.5,29.0,113.6,72.3
"Cottage cheese, farmer's with Cereal or granola bar (Quaker Granola Bites) and Spinach, raw",925.5,30.0,108.3,41.5
"Fish, tuna, raw with Oatmeal, multigrain and Carrots, raw, salad with Chia seeds",532.4,43.5,42.2,21.8
"Fat, turkey with Pasta with sauce, NFS and Tomato powder with Peanut butter and jelly",1904.3,23.4,110.3,157.9
"Nutritional powder mix, protein, NFS with Cookie, oatmeal and Fried broccoli",1426.0,130.8,134.8,42.4
"Bologna, turkey with Seeds, breadfruit seeds, roasted and Soup, tomato",643.0,27.1,70.8,28.5
"Fat, turkey with Pie, sweet potato and Soup, pepperpot with Oil, walnut",2399.5,10.5,68.4,185.1
"Chicken breast, rotisserie, skin not eaten with Oatmeal, NFS and Bean salad, yellow and/or green string beans",439.0,48.9,29.8,14.3
"Yogurt, Greek, plain, lowfat with Cereal or granola bar (Quaker Chewy Granola Bar) and Fried green beans",1307.5,27.4,134.1,40.6
"Soup, miso or tofu with Seeds, breadfruit seeds, boiled and Salad dressing, NFS, for salads with Cashews, unroasted",804.1,14.9,62.3,56.2
"Nutritional powder mix, protein, NFS with Bread, whole wheat and Guacamole with tomatoes with Cashews, salted",1140.7,139.7,86.8,27.9
"Yogurt, Greek, with oats with Flour, rice, brown and Salad dressing, NFS, for salads",1201.0,25.9,149.2,55.8
"Fish, tuna, canned with Crisp, berry and Kale, raw",504.5,36.5,53.8,17.6
"Beef, steak, sirloin, lean only eaten with Cereal, granola and Green beans, pickled with Cashews, unroasted",1094.1,60.7,116.9,43.7
"Chicken breast, roll, oven-roasted with Pasta with tomato-based sauce and cheese and Broccoli, raw",1060.5,30.1,31.4,19.1
"Beef, steak, sirloin, lean only eaten with Banana nectar and Cucumber salad made with cucumber and vinegar with Cashews, unsalted",556.6,45.2,38.6,24.5
"Nutritional powder mix (EAS Soy Protein Powder) with Flavored pasta and Spinach souffle with Oil, corn, peanut, and olive",998.6,80.9,94.7,32.3
"Almond chicken with Bread, whole wheat, toasted and Salad dressing, NFS, for salads",1141.0,45.1,83.6,70.1
"Fish, tuna, NFS with Quinoa, cooked and Carrots, raw, salad",519.5,36.4,49.7,20.0
"Fish, tuna, canned with Pie, berry and Soup, tomato with Soup, peanut",618.7,34.4,64.3,25.8
"Burrito, beef, cheese with Pie, sweet potato and Kale, NS as to form, cooked",873.0,30.4,108.7,34.9
"Fish, tofu, and vegetables, tempura with Oatmeal, NFS and Asparagus, frozen, unprepared with Oil, corn, peanut, and olive",536.1,12.5,27.6,43.2
"Nutritional powder mix, protein, NFS with Quinoa, cooked and Spinach souffle with Almond butter",932.1,132.6,51.6,21.8
"Beverages, Protein powder soy based with Snacks, rice cakes, brown rice, buckwheat and Asparagus, canned, cooked with oil with Oil, walnut",3600.0,99.0,165.9,32.1
"Cottage cheese, farmer's with Quinoa, fat added and Soup, pepperpot",532.0,25.8,43.6,28.5
"Eggs, Grade A, Large, egg yolk with Quinoa, uncooked and Cucumber and vegetable namasu with Oil, corn, peanut, and olive",4598.6,45.9,110.1,67.5
"Tofu, fried with Pasta with tomato-based sauce and cheese and Crab salad with Peanut butter",2151.2,46.5,40.4,61.1
"Chicken breast tenders, breaded, uncooked with Pasta with tomato-based sauce and cheese and Green beans, pickled with Oil, avocado",2015.1,29.3,56.0,46.2
"Fish, tuna, raw with Apple, candied and Spinach souffle with Walnuts, honey roasted",592.7,45.8,55.9,21.1
"Tofu yogurt with Sweet potato paste and Carrots, raw with Olive oil",1227.5,6.9,146.4,18.4
"Nutritional powder mix (EAS Whey Protein Powder) with Marmalade, orange and Fried green beans with Chia seeds",2418.4,107.0,155.6,25.2
"Tofu yogurt with Cereal, granola and Green beans, raw with Flax seeds",1342.8,24.7,137.6,28.1
"Mayonnaise, made with tofu with Bananas, dehydrated, or banana powder and Asparagus, raw",2629.0,17.0,140.9,50.5
"Egg burrito with Apple, raw and Tomatoes, raw",485.0,17.4,56.3,21.1
"Tofu yogurt with Bread, sweet potato and Guacamole with tomatoes with Avocado, raw",1121.5,20.4,101.4,22.3
"Chicken breast, rotisserie, skin not eaten with Bananas, dehydrated, or banana powder and Fried broccoli with Avocado, for use on a sandwich",982.0,52.5,156.1,23.1
"Yogurt, Greek, plain, nonfat with Bread, whole wheat and Fried green beans with Cookie, peanut butter",766.5,39.3,101.7,22.3
"Fish, salmon, fried with Pie, sweet potato and Green beans, pickled",918.0,35.2,90.2,45.9
"Chicken breast, sauteed, skin eaten with Seeds, breadfruit seeds, roasted and Asparagus, canned, cooked with oil",664.5,50.0,62.5,23.5
"Fish, tuna salad with Snacks, rice cakes, brown rice, buckwheat and Fried green beans",1073.5,41.5,157.1,32.0
"Cottage cheese, farmer's with Apple, candied and Asparagus, raw",508.0,20.7,54.8,17.9
"Burrito, chicken, cheese with Peanut butter sandwich, with regular peanut butter, on white bread and Cucumber and vegetable namasu",995.0,41.9,114.5,42.6
"Pastrami, turkey with Banana nectar and Green beans, pickled with Cashews, unroasted",459.6,28.8,47.9,16.7
Egg burrito with Sweet potato chips and Fried broccoli,1390.0,25.0,137.3,81.7
"Beef and broccoli with Banana, baked and Tomatoes, raw",501.5,17.7,60.3,21.1
"Egg, Benedict with Bread, sweet potato and Muffin, carrot",1107.5,38.7,125.2,50.7
Turkey with gravy with Pasta with tomato-based sauce and cheese and Green bean casserole,422.0,38.3,31.9,14.6
"Beef salad with Flour, rice, brown and Cucumber, cooked",984.0,38.3,121.0,38.0
"Mayonnaise, made with tofu with Quinoa, uncooked and Green bean casserole",4391.0,32.0,107.9,59.0
Beef and broccoli with Pasta with tomato-based sauce and cheese and Crab salad with Peanut butter,696.2,34.0,34.7,46.8
"Lomi salmon with Rice flour, brown and Crab salad",822.5,31.6,121.0,22.9
"Pastrami, turkey with Banana, raw and Kale, NS as to form, cooked",423.0,28.6,43.7,14.0
"Tofu, fried with Quinoa, fat added and Cucumber, raw",1930.0,35.1,46.6,38.6
"Yogurt, Greek, plain, lowfat with Seeds, breadfruit seeds, roasted and Spinach, creamed",858.0,26.6,72.2,13.0
"Chicken breast, roll, oven-roasted with Marmalade, orange and Soup, pepperpot",2479.0,25.4,108.9,17.2
"Cottage cheese, farmer's with Peanut butter sandwich, with regular peanut butter, on wheat bread and Carrots, raw, salad with Flax seeds",1085.8,43.1,85.3,66.6
"Burrito, chicken, cheese with Quinoa, cooked and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",1796.0,39.2,104.9,29.2
"Pastrami, turkey with Banana nectar and Guacamole with tomatoes with Flax seeds",546.2,29.4,45.3,28.2
"Frankfurter, turkey with Flavored rice, brown and wild and Green bean casserole",1614.5,24.3,41.8,31.4
"Egg, Benedict with Pasta with cream sauce, restaurant and Lobster salad with Oil, corn, peanut, and olive",1057.6,36.6,37.3,84.5
"Burrito, chicken, cheese with Cookie, oatmeal and Fried broccoli with Cashews, unsalted",1351.6,36.4,172.7,59.3
"Beverages, Protein powder soy based with Marmalade, orange and Tomatoes, raw",3995.0,84.7,146.8,8.7
"Chicken breast, rotisserie, skin eaten with Pasta with sauce, NFS and Salad dressing, NFS, for salads with Avocado dressing",944.0,49.9,35.9,66.4
"Eggs, Grade A, Large, egg white with Pasta with sauce, NFS and Bean salad, yellow and/or green string beans",379.0,28.4,45.3,8.9
"Chicken breast, sauteed, skin eaten with Apple, candied and Pea salad",690.0,43.6,55.1,33.2
"Fish, tuna, NFS with Beans and brown rice and Kale, frozen, unprepared with Seeds, chia seeds, dried",559.4,43.2,47.8,13.3
"Chicken breast, rotisserie, skin eaten with Bread, oatmeal and Green beans, raw with Almond butter",802.1,57.2,83.5,26.3
"Beef and broccoli with Pasta with vegetables, no sauce or dressing and Asparagus, canned, cooked with oil",501.0,24.4,44.7,24.8
"Fish, salmon, fried with Snacks, rice cakes, brown rice, buckwheat and Pea salad with Almond oil",1343.1,42.7,148.4,65.3
"Veggie burger, on bun with Seeds, breadfruit seeds, boiled and Crab salad",776.0,36.8,95.5,27.1
"Burrito, chicken, cheese with Banana, raw and Pea salad with Almond paste",760.2,26.1,94.4,30.7
"Beef and broccoli with Seeds, breadfruit seeds, raw and Fried broccoli with Seeds, chia seeds, dried",822.4,33.5,80.2,41.8
"Beef and broccoli with Quinoa, no added fat and Green beans, pickled",474.0,23.8,50.5,19.1
"Salmon salad with Peanut butter sandwich, with regular peanut butter, on wheat bread and Carrots, raw, salad with Walnuts, honey roasted",1201.7,41.7,82.1,81.0
"Lomi salmon with Sweet potato chips and Soup, bean",950.5,19.5,101.4,51.8
"Egg, creamed with Quinoa, fat added and Lobster salad",628.0,28.3,39.8,39.1
"Beef, steak, sirloin, lean only eaten with Pie, berry and Cucumber salad made with cucumber and vinegar with Cashews, NFS",903.1,49.6,71.0,47.2
"Eggs, Grade A, Large, egg white with Bananas, dehydrated, or banana powder and Cucumber salad made with cucumber and vinegar",635.5,22.4,142.8,2.8
"Egg, Benedict with Cereal, granola and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust with Nuts, walnuts, english",2723.0,49.7,146.3,76.6
"Beef, steak, sirloin, lean only eaten with Flour, rice, brown and Asparagus, canned, cooked with oil with Cookie, peanut butter",987.5,56.3,124.4,29.9
"Eggs, Grade A, Large, egg white with Pasta with cream sauce, restaurant and Bean salad, yellow and/or green string beans",497.5,25.1,39.9,25.9
"Chicken breast tenders, breaded, uncooked with Pasta with tomato-based sauce and cheese and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",3078.5,39.7,75.5,45.1
"Yogurt, Greek, plain, nonfat with Quinoa, uncooked and Spinach, creamed",2491.5,39.0,107.9,15.8
"Eggs, Grade A, Large, egg yolk with Cookie, oatmeal and Kale, raw with Oil, avocado",2942.6,36.5,109.0,86.8
"Salmon salad with Pie, sweet potato and Green beans, raw with Peanut butter and jelly",827.8,27.3,80.0,44.8
"Eggs, Grade A, Large, egg white with Quinoa, fat added and Carrot, dehydrated",642.5,30.4,113.5,9.6
"Tofu yogurt with Pasta, gluten free and Tomatoes, raw",879.5,10.9,85.1,4.5
"Beef, steak, strip, lean and fat eaten with Seeds, breadfruit seeds, boiled and Crab salad with Walnut oil",965.6,56.7,49.3,59.3
"Beverages, Protein powder soy based with Cereal or granola bar (Quaker Chewy Granola Bar) and Muffin, carrot with Soup, peanut",3384.2,97.4,194.3,47.2
"Fat, turkey with Pie, berry and Carrot, dehydrated with Avocados, raw, California",2254.6,13.1,140.2,176.6
"Veggie burger, on bun with Quinoa, uncooked and Green beans, pickled with Cashews, unsalted",2787.6,44.4,158.3,24.3
"Beverages, Protein powder soy based with Cereal or granola bar (Quaker Chewy Granola Bar) and Spinach, creamed",3147.0,94.3,154.8,39.3
"Veggie burger, on bun with Beans and brown rice and Soup, tomato with Almond butter",694.1,32.8,89.5,22.9
"Eggs, Grade A, Large, egg yolk with Orange Blossom and Spinach, raw with Avocado dressing",2338.1,28.3,19.0,50.7
"Veggie burger, on bun with Bread, pita, whole-wheat and Cucumber, raw with Soup, peanut",2015.2,35.2,134.3,11.3
"Chicken breast, roll, oven-roasted with Cereal or granola bar (Quaker Chewy Granola Bar) and Cucumber, cooked with Soup, peanut",1528.2,31.6,112.6,40.3
"Almond chicken with Marmalade, orange and Spinach, creamed with Cashews, salted",2014.2,28.5,117.0,33.0
"Yogurt, Greek, with oats with Sherbet, orange and Green bean casserole",1182.5,17.4,82.7,10.7
"Egg, creamed with Orange, raw and Carrots, raw, salad",509.0,14.3,43.6,31.5
"Chicken breast tenders, breaded, uncooked with Sweet potato paste and Asparagus, raw with Avocado dressing",2256.6,25.3,140.2,30.8
"Egg, Benedict with Banana, raw and Spinach, creamed with Oil, avocado",800.1,24.2,52.9,54.7
"Yogurt, Greek, plain, nonfat with Oatmeal, NFS and Cucumber, raw with Avocado, for use on a sandwich",245.5,19.6,26.4,6.9
"Nutritional powder mix (EAS Soy Protein Powder) with Pasta with tomato-based sauce, restaurant and Asparagus, raw with Nuts, walnuts, glazed",1007.5,80.0,104.5,22.8
Nutritional powder mix (EAS Whey Protein Powder) with Flavored pasta and Cucumber and vegetable namasu with Almond butter,860.1,107.3,64.0,19.1
"Yogurt, Greek, strawberry, lowfat with Seeds, breadfruit seeds, boiled and Broccoli, raw with Almond butter",1045.7,25.9,75.9,15.6
"Egg, creamed with Apple, dried and Tomatoes, raw with Walnuts, honey roasted",706.7,15.4,115.5,24.9
"Cottage cheese, farmer's with Orange Blossom and Crab salad with Chia seeds",629.9,29.2,28.1,35.5
"Burrito, beef, cheese with Pasta, cooked and Soup, bean with Flax seeds",784.8,35.0,105.3,23.8
"Chicken breast, rotisserie, skin not eaten with Peanut butter sandwich, with regular peanut butter, on white bread and Kale, frozen, unprepared",905.0,65.5,64.7,36.1
"Yogurt, Greek, plain, lowfat with Oatmeal, multigrain and Green beans, pickled",595.5,19.7,35.2,3.8
"Beef salad with Flavored rice, brown and wild and Guacamole with tomatoes with Cashews, unsalted",783.1,35.0,46.2,52.5
"Salmon salad with Seeds, breadfruit seeds, raw and Cucumber, for use on a sandwich with Cashews, unroasted",708.1,30.2,55.7,41.6
"Cottage cheese, farmer's with Snacks, rice cakes, brown rice, buckwheat and Fried green beans",1015.0,34.0,149.5,32.7
"Chicken breast, rotisserie, skin eaten with Pasta with cream sauce, restaurant and Lobster salad",755.5,55.4,24.7,47.8
"Nutritional powder mix (EAS Soy Protein Powder) with Banana, raw and Carrot, dehydrated with Cashews, salted",1180.7,82.8,184.3,14.4
"Tofu yogurt with Beans and brown rice and Green beans, pickled",888.0,16.5,71.4,9.8
"Lomi salmon with Quinoa, cooked and Kale, raw with Peanut butter and jelly",369.8,22.5,48.3,11.0
"Fat, turkey with Bread, whole wheat, with raisins and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",3035.0,24.9,115.0,170.1
"Eggs, Grade A, Large, egg yolk with Cookie, oatmeal and Kale, NS as to form, cooked with Almond paste",2912.7,38.0,116.4,78.8
"Mayonnaise, made with tofu with Banana, raw and PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",3420.5,22.0,69.2,62.3
"Yogurt, Greek, plain, nonfat with Bread, oatmeal and Asparagus, canned, cooked with oil",540.0,30.1,80.6,10.7
"Yogurt, Greek, plain, nonfat with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Salad dressing, NFS, for salads with Flax seeds",1323.2,30.8,114.0,81.3
"Nutritional powder mix (EAS Soy Protein Powder) with Bread, sweet potato and Guacamole with tomatoes with Nuts, walnuts, english",1525.0,88.5,144.1,32.5
