description,calories,protein,carbs,fat
"Yogurt, Greek, plain, lowfat with Crisp, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter sandwich",1091.7,22.3,74.0,40.7
"Yogurt, Greek, plain, lowfat with Cake or cupcake, banana and Carrots, glazed, cooked with Nuts, walnuts, glazed",1198.0,20.8,110.0,37.3
"Tofu yogurt with Bread, pound cake type, pan de torta salvadoran and Fruit salad, excluding citrus fruits, with marshmallows",1427.0,17.6,118.5,48.3
"Frozen yogurt, vanilla with Cookie, oatmeal sandwich, with creme filling and Fruit salad, including citrus fruits, with marshmallows with Chia seeds",1104.4,12.8,139.1,56.5
"Turnover or breakfast pocket, egg with Banana chips and Carrots, glazed, cooked with Cookie, peanut butter",1344.0,20.7,160.0,73.7
"Frozen yogurt sandwich with Cream of rice and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",656.5,9.4,88.1,30.2
"Egg custards, dry mix with Rice cake and Fruit salad, excluding citrus fruits, with pudding",1340.0,22.9,264.0,22.5
"Frozen yogurt, NFS with Cookie, oatmeal sandwich, with creme filling and Gelatin salad with vegetables with Cookies, peanut butter sandwich, regular",920.2,11.2,139.7,36.0
"Yogurt, Greek, plain, lowfat with Pie, blueberry and Gelatin salad with vegetables",968.5,20.6,76.9,26.2
"Frozen yogurt, chocolate with Coffee cake, crumb or quick-bread type and Carrot, dehydrated",1131.5,22.3,188.9,34.6
"McDONALD'S, Fruit 'n Yogurt Parfait with Sherbet, orange and Gelatin salad with vegetables",1622.5,7.2,90.7,5.0
"Frozen yogurts, chocolate with Pie fillings, apple, canned and Cake or cupcake, carrot with Cookie, butterscotch, brownie",1885.2,7.9,132.9,25.5
"SILK Key Lime soy yogurt with Pie, apple and Carrots, raw",1040.0,8.4,92.4,24.9
"Yogurt parfait, with fruit with Strudel, apple and Fruit salad, excluding citrus fruits, with pudding",714.5,12.7,98.0,30.9
"Yogurt, Greek, strawberry, lowfat with Crisp, berry and Carrot, dehydrated with Cookies, peanut butter sandwich, regular",1413.2,26.8,157.1,23.2
"Frozen yogurts, chocolate with Croissants, apple and Carrots, raw with Cookie, butter or sugar",1315.1,17.3,107.8,21.6
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Cereal, rice crispy, plain and Fruit salad, excluding citrus fruits, with marshmallows",926.0,23.8,155.1,23.5
"Burrito bowl, chicken with Cereal, rice crispy, plain and Cake or cupcake, carrot",1152.5,44.5,171.9,31.5
"Yogurt, Greek, plain, nonfat with Puddings, rice, dry mix and Carrots, raw",699.5,20.4,151.9,0.9
"Frozen yogurts, chocolate with Cake or cupcake, banana and Burrito bowl, with beans",1518.0,16.2,129.3,35.1
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cake or cupcake, banana and Fruit salad, excluding citrus fruits, with marshmallows",911.0,15.4,98.4,50.8
"Ramen bowl with chicken with Cake or cupcake, banana and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookies, peanut butter sandwich, regular",1069.2,17.5,125.6,55.5
"McDONALD'S, Fruit 'n Yogurt Parfait with Cobbler, apple and Cake, pudding-type, carrot, dry mix with Nuts, walnuts, glazed",1474.0,13.5,167.7,30.1
"Fruit smoothie, with whole fruit and dairy, added protein with Pie, blueberry and Fruit salad, excluding citrus fruits, with pudding with Cookies, peanut butter sandwich, regular",777.2,18.4,99.9,34.8
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Banana, baked and Carrots, raw",377.0,12.0,59.6,10.1
"Frozen yogurt sandwich with Cereal or granola bar (Quaker Chewy Granola Bar) and Cake or cupcake, carrot with Cookie, peanut butter, with chocolate",1378.2,18.0,217.6,55.5
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Strudel, berry and Fruit salad, including citrus fruits, with marshmallows with Cookie, peanut butter, sugar free",850.5,17.0,84.6,50.2
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Pudding, bread and Burrito bowl, with beans",454.5,26.3,53.9,15.8
"Burrito bowl, chicken with Crisp, berry and Cake or cupcake, carrot",957.5,39.2,101.4,44.4
"Frozen yogurt, vanilla with Strudel, apple and Carrots, glazed, cooked",709.0,8.3,105.5,29.3
"Frozen yogurt, chocolate with Pudding, rice and Fruit salad, excluding citrus fruits, with pudding",495.5,11.2,78.1,15.1
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Cookie, oatmeal sandwich, with creme filling and Gelatin salad with vegetables with Cookie, peanut butter",867.0,18.3,124.0,33.2
"Ramen bowl with beef with Apple pie filling and Bean cake with Cookie, peanut butter, sugar free",848.0,17.7,119.7,34.0
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Apple, dried and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, butter or sugar",823.1,15.6,144.3,25.1
"SILK Key Lime soy yogurt with Banana, baked and Fruit salad, including citrus fruits, with marshmallows with Cookie, peanut butter, with chocolate",1108.8,7.8,100.9,29.5
"Turnover or breakfast pocket, egg with Puddings, rice, dry mix and Fruit salad, excluding citrus fruits, with pudding",1098.5,20.9,201.3,23.6
"McDONALD'S, Fruit 'n Yogurt Parfait with Banana, raw and Cake or cupcake, carrot with Cookie, peanut butter",1249.0,9.0,125.6,23.5
"Yogurt, Greek, Blueberry, CHOBANI with Sherbet, orange and Carrots, glazed, cooked",1514.5,13.4,82.1,6.1
"SILK Key Lime soy yogurt with Apple, raw and Carrots, raw with Cookie, butterscotch, brownie",748.2,5.4,67.9,4.7
"Frozen yogurts, chocolate with Blueberry pie filling and Fruit salad, including citrus fruits, with marshmallows with Cookies, peanut butter sandwich, regular",1407.7,8.3,125.8,28.0
"Frozen yogurt, chocolate with Doughnuts, cake-type, plain, chocolate-coated or frosted and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, peanut butter sandwich",1197.2,15.0,136.7,65.8
"Frozen yogurt bar, chocolate with Cookies, oatmeal sandwich, with creme filling and Cake, pudding-type, carrot, dry mix with Cookie, peanut butter, sugar free",1287.0,15.1,202.6,47.3
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Puddings, rice, ready-to-eat and Gelatin salad with vegetables",314.5,16.2,42.9,8.3
"Tofu yogurt with Cereal, rice crispy, flavored and Carrots, glazed, cooked",1246.0,13.6,170.3,6.9
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Crisp, berry and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, sugar free",752.0,18.4,71.1,44.7
"Yogurt, Greek, plain, nonfat with Bread, pound cake type, pan de torta salvadoran and Bean cake",1090.5,31.8,132.3,48.1
"Frozen yogurt, NFS with Pie, blueberry, commercially prepared and Fruit salad, excluding citrus fruits, with pudding",675.5,9.1,102.9,26.9
"Yogurt parfait, with fruit with Cereal or granola bar (Quaker Chewy Granola Bar) and Fruit salad, excluding citrus fruits, with marshmallows with Cookies, peanut butter sandwich, regular",1105.7,19.5,156.8,50.8
"Yogurt, Greek, Blueberry, CHOBANI with Cobbler, apple and Cake, pudding-type, carrot, dry mix",1255.0,19.0,148.7,23.1
"Egg custards, dry mix with Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops and Cake, pudding-type, carrot, dry mix",1159.0,15.5,211.1,19.4
"Fruit smoothie, with whole fruit and dairy, added protein with Cake or cupcake, banana and Fruit salad, including citrus fruits, with marshmallows",931.0,16.6,111.6,47.2
"Yogurt, Greek, strawberry, lowfat with Bread, pound cake type, pan de torta salvadoran and Fruit salad, excluding citrus fruits, with marshmallows",1494.5,24.6,112.9,49.4
"Fish timbale or mousse with Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice and Carrots, glazed, cooked",839.5,25.1,149.9,20.9
"SILK Key Lime soy yogurt with Crisp, berry and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1134.0,10.5,88.6,36.7
"Fish timbale or mousse with Pudding, bread and Bean cake with Cookie, peanut butter, sugar free",950.0,30.9,95.7,49.8
"Frozen yogurt bar, chocolate with Rice cake and Burrito bowl, with beans",913.5,23.2,171.4,15.3
"Turnover or breakfast pocket, egg with Puddings, rice, dry mix, prepared with 2% milk and Carrots, raw with Almond milk, chocolate",1145.5,20.9,88.3,19.8
"Frozen yogurts, chocolate with Cereal or granola bar (Quaker Chewy Granola Bar) and Carrots, raw with Cookie, peanut butter, with chocolate",1562.8,15.0,156.3,34.3
"Fish timbale or mousse with Cereal, rice crispy, flavored and Carrot, dehydrated with Cookies, peanut butter sandwich, regular",1194.2,32.0,221.4,22.5
"Ramen bowl with beef with Rice cake and Gelatin salad with vegetables with Nuts, walnuts, glazed",929.5,23.6,165.9,19.6
"Yogurt parfait, with fruit with Blueberry pie filling and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",667.5,10.4,103.7,23.8
"McDONALD'S, Fruit 'n Yogurt Parfait with Banana pudding and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1138.5,9.8,86.1,28.6
"Frozen yogurt, vanilla with Cookie, shortbread and Carrot, dehydrated",1302.5,20.7,207.7,46.2
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Banana, baked and Gelatin salad with vegetables",394.0,12.6,63.9,9.9
"Burrito bowl, chicken with Cookie, shortbread and Burrito bowl, with beans",1141.5,47.7,113.4,54.9
"Burrito bowl, chicken with Cookie, oatmeal, reduced sugar and Cake, pudding-type, carrot, dry mix",1330.0,43.9,184.5,49.0
"Yogurt parfait, lowfat, with fruit and granola with Coffee cake, crumb or quick-bread type, with fruit and Fruit salad, excluding citrus fruits, with pudding",746.0,13.2,117.2,25.7
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Puddings, rice, dry mix and Fruit salad, excluding citrus fruits, with pudding",839.0,17.5,172.8,8.8
"Yogurt parfait, with fruit with Cookie, oatmeal, with raisins and Carrots, glazed, cooked",928.0,18.1,144.5,33.2
"Frozen yogurt, vanilla with Cake or cupcake, gingerbread and Gelatin salad with vegetables",665.5,11.4,114.4,19.2
"Yogurt, Greek, with oats with Banana nectar and Cake, pudding-type, carrot, dry mix",749.5,19.3,136.2,15.5
"Fish timbale or mousse with Puddings, rice, dry mix, prepared with 2% milk and Carrots, glazed, cooked",1018.0,21.0,51.5,21.6
"Ramen bowl with beef with Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar) and Cake or cupcake, carrot",1191.5,19.0,193.7,37.8
"Yogurt parfait, lowfat, with fruit and granola with Pie fillings, apple, canned and Fruit salad, including citrus fruits, with marshmallows",1000.0,7.1,80.0,20.8
"Fish timbale or mousse with Apple, raw and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Nuts, walnuts, glazed",637.0,18.4,45.9,42.7
"Yogurt parfait, with fruit with Pie, apple, prepared from recipe and Carrots, raw",597.5,12.3,89.5,22.3
"Fruit smoothie, with whole fruit and dairy, added protein with Apple pie filling and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, sugar free",594.0,14.5,75.4,27.3
"Ramen bowl with chicken with Apple, dried and Cake or cupcake, carrot",927.5,14.4,173.7,23.8
"Yogurt parfait, lowfat, with fruit and granola with Rice cake and Burrito bowl, with beans",843.0,23.7,162.8,11.4
"Egg custards, dry mix with Cookie, oatmeal, reduced sugar and Burrito bowl, with beans",1417.5,25.6,246.4,40.0
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Cake or cupcake, apple and Bean cake with Cookie, peanut butter, sugar free",1263.5,19.0,162.2,60.4
"Nutritional drink or shake, high protein, ready-to-drink, NFS with Cereal or granola bar (Quaker Chewy Granola Bar) and Fruit salad, including citrus fruits, with marshmallows",962.5,20.2,123.5,49.0
"Yogurt parfait, with fruit with Cereal, rice crispy, plain and Carrots, raw",737.0,19.2,153.5,5.3
"Fruit smoothie, with whole fruit and dairy, added protein with Pudding, rice and Carrots, raw",324.5,16.7,52.3,5.3
"Yogurt, Greek, plain, lowfat with Cake or cupcake, gingerbread and Fruit salad, excluding citrus fruits, with pudding",1008.5,22.2,92.0,23.1
"Turnover or hot pocket, beef with Crisp, berry and Carrot, dehydrated with Cookie, peanut butter sandwich",1104.2,30.1,175.4,34.7
"Chicken, ground, crumbles, cooked, pan-browned with Sherbet, orange and Carrots, glazed, cooked with Cookies, peanut butter sandwich, regular",1355.2,38.8,72.8,25.3
"Frozen yogurts, chocolate with Pie, apple and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter sandwich",1576.2,11.7,111.6,51.7
"Frozen yogurt sandwich with Potato chips, popped, NFS and Bean cake",1423.5,19.1,208.6,58.1
"Egg custards, dry mix with Cobbler, berry and Gelatin salad with vegetables",1022.5,15.8,192.5,22.9
"Burrito bowl, chicken with Pie, banana cream and Cake, pudding-type, carrot, dry mix",1082.5,40.3,128.1,46.2
"SILK Key Lime soy yogurt with Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar) and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, butter or sugar",1480.6,12.4,168.8,37.9
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Sherbet, orange and Gelatin salad with vegetables with Cookies, peanut butter sandwich, regular",1127.2,14.3,70.7,11.3
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Pie, blueberry, prepared from recipe and Carrot, dehydrated with Cake, pound, commercially prepared, other than all butter, enriched",901.9,16.6,164.3,23.7
"Ramen bowl with beef with Pie, apple, fast food and Carrots, raw",723.5,15.6,96.7,32.2
"Turkey, ground, fat free, pan-broiled crumbles with Pudding, bread and Cake or cupcake, carrot",834.5,58.4,87.1,28.9
"Egg custards, dry mix with Crisp, berry and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, peanut butter",1279.0,18.6,199.7,47.3
"SILK Key Lime soy yogurt with Pie, banana cream and Cake or cupcake, carrot with Cookie, peanut butter",1423.0,11.0,135.4,47.1
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Coffee cake, crumb or quick-bread type, cheese-filled and Fruit salad, excluding citrus fruits, with marshmallows",936.5,23.6,103.0,48.0
"Yogurt, Greek, strawberry, lowfat with Coffee cake, crumb or quick-bread type, with fruit and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, peanut butter",1463.5,21.7,120.0,44.6
"Frozen yogurt, vanilla with Pie, banana cream and Fruit salad, excluding citrus fruits, with marshmallows with Chia seeds",940.4,12.4,104.8,53.7
"Yogurt, Greek, with oats with Pudding, rice and Fruit salad, excluding citrus fruits, with pudding",522.5,20.5,75.7,15.2
"Frozen yogurt bar, chocolate with Cookie, oatmeal and Carrots, raw",915.5,14.7,145.1,32.8
"Yogurt, Greek, Blueberry, CHOBANI with Pie, blueberry, commercially prepared and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookies, peanut butter sandwich, regular",1181.2,16.6,95.0,39.2
"Turnover or breakfast pocket, egg with Banana, raw and Carrot, dehydrated with Cookie, peanut butter",955.0,25.6,168.7,22.4
"Yogurt parfait, lowfat, with fruit and granola with Cookie, shortbread and Carrots, glazed, cooked with Cookies, peanut butter sandwich, regular",1065.7,15.3,146.7,46.8
"Yogurt parfait, with fruit with Apple, raw and Carrots, glazed, cooked",344.5,9.0,63.6,6.3
"SILK Key Lime soy yogurt with Cookie, oatmeal and Fruit salad, excluding citrus fruits, with pudding",1364.0,14.7,147.6,35.4
"Turnover or breakfast pocket, egg with Cereal, rice crispy, plain and Gelatin salad with vegetables with Cookies, peanut butter sandwich, regular",1067.2,28.2,189.9,21.9
"Yogurt, Greek, with oats with Pie, berry and Fruit salad, including citrus fruits, with marshmallows",926.5,20.4,106.3,47.8
"McDONALD'S, Fruit 'n Yogurt Parfait with Coffee cake, crumb or quick-bread type, with fruit and Gelatin salad with vegetables",1202.5,11.9,120.3,19.7
"Burrito bowl, chicken with Oat milk and Cake or cupcake, carrot",683.0,35.0,60.3,33.2
"Turnover or hot pocket, beef with Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice and Cake or cupcake, carrot",1242.5,27.1,218.1,34.6
"Yogurt, Greek, Blueberry, CHOBANI with Cake or cupcake, banana and Cake, pudding-type, carrot, dry mix",1498.0,19.6,178.0,36.4
"Ramen bowl with chicken with Puddings, rice, dry mix and Cake, pudding-type, carrot, dry mix",1168.0,19.7,239.1,15.7
"Burrito bowl, chicken with Cake or cupcake, apple and Carrot, dehydrated with Cookie, butter or sugar",1216.1,44.1,168.9,42.8
"Yogurt, Greek, plain, lowfat with Pie, banana cream and Carrot, dehydrated",1224.5,26.7,134.0,28.6
"Yogurt, Greek, Blueberry, CHOBANI with Puddings, rice, dry mix, prepared with 2% milk and Fruit salad, including citrus fruits, with marshmallows",1456.0,17.7,67.4,21.9
"Frozen yogurt, chocolate with Cereal, rice crispy, plain and Gelatin salad with vegetables with Cookie, butterscotch, brownie",855.2,17.1,175.7,9.7
"Turkey, ground, fat free, pan-broiled crumbles with Cookie, oatmeal, with raisins and Carrots, glazed, cooked",998.5,57.7,120.4,34.0
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Pie, banana cream and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Nuts, walnuts, glazed",879.0,18.4,86.5,52.1
"Yogurt, Greek, with oats with Cake or cupcake, banana and Bean cake with Nuts, walnuts, glazed",1281.0,24.6,166.7,58.5
"Ramen bowl with beef with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Cake, pudding-type, carrot, dry mix",1340.5,26.6,199.7,48.2
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",897.0,22.6,160.5,24.1
"Ramen bowl with beef with Cookie, oatmeal sandwich, with creme filling and Carrots, raw",846.5,15.0,116.2,35.5
"Yogurt, Greek, plain, nonfat with Puddings, rice, ready-to-eat and Burrito bowl, with beans with Cookie, peanut butter, sugar free",460.9,29.9,57.9,11.9
"Frozen yogurt bar, chocolate with Apple, dried and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",808.0,7.7,144.8,26.6
"SILK Key Lime soy yogurt with Cereal or granola bar (Quaker Granola Bites) and Fruit salad, excluding citrus fruits, with marshmallows",1479.5,16.1,143.3,47.5
"Egg custards, dry mix with Cake or cupcake, gingerbread and Bean cake",1443.0,21.6,242.1,44.8
"Egg custards, dry mix with Coffee cake, crumb or quick-bread type and Fruit salad, including citrus fruits, with marshmallows",1453.0,22.0,218.1,56.4
"Frozen yogurt, vanilla with Pie, berry and Cake or cupcake, carrot with Cookie, peanut butter sandwich",1095.2,13.1,153.3,49.2
"Yogurt parfait, with fruit with Banana nectar and Fruit salad, excluding citrus fruits, with pudding with Cookie, peanut butter",474.9,11.5,78.0,13.5
"Frozen yogurt sandwich with Cookie, oatmeal, with raisins and Fruit salad, excluding citrus fruits, with marshmallows",1232.0,16.9,172.2,56.0
"Yogurt, Greek, Blueberry, CHOBANI with Rice cake and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1349.5,23.3,154.4,27.5
"Frozen yogurt bar, chocolate with Pie, banana cream and Cake or cupcake, carrot",996.5,10.6,132.7,47.2
"Frozen yogurts, chocolate with Cookie, shortbread and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1831.5,14.4,141.1,65.0
"McDONALD'S, Fruit 'n Yogurt Parfait with Cookie, oatmeal, with chocolate chips and Cake, pudding-type, carrot, dry mix",1759.0,17.8,211.6,43.1
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Cereal, rice crispy, flavored and Fruit salad, excluding citrus fruits, with marshmallows",947.0,20.8,164.4,23.1
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Pie fillings, apple, canned and Cake, pudding-type, carrot, dry mix",1252.0,13.3,144.3,18.0
"Yogurt, Greek, plain, lowfat with Pie fillings, blueberry, canned and Carrots, glazed, cooked with Chia seeds",898.9,18.9,96.1,10.6
"Fruit smoothie, with whole fruit and dairy, added protein with Strudel, apple and Bean cake with Cake, pound, commercially prepared, other than all butter, enriched",1012.4,20.5,128.6,47.1
"Yogurt parfait, with fruit with Cookie, oatmeal sandwich, with creme filling and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",993.0,13.7,120.6,51.0
"Yogurt, Greek, strawberry, lowfat with Strudel, apple and Burrito bowl, with beans",1209.0,23.2,91.5,28.4
"Yogurt, Greek, plain, nonfat with Pie, berry and Fruit salad, excluding citrus fruits, with pudding with Cookie, peanut butter, with chocolate",758.8,23.2,91.8,34.0
"Frozen yogurt, chocolate with Blueberry pie filling and Fruit salad, excluding citrus fruits, with marshmallows",719.0,6.9,116.5,25.2
"Yogurt parfait, with fruit with Cookie, oatmeal sandwich, with creme filling and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Chia seeds",1072.9,16.1,127.4,56.0
"Yogurt, Greek, strawberry, lowfat with Cereal or granola bar (Quaker Chewy Dipps Granola Bar) and Fruit salad, excluding citrus fruits, with marshmallows",1629.5,25.3,133.4,54.0
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast) with Coffee cake, crumb or quick-bread type, cheese-filled and Gelatin salad with vegetables",700.0,21.6,82.9,31.4
"Yogurt, Greek, with oats with Puddings, rice, ready-to-eat and Bean cake with Cookie, butter or sugar",869.1,25.3,117.6,33.1
"Frozen yogurt, vanilla with Strudel, berry and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, butterscotch, brownie",927.8,10.7,113.8,49.5
"Yogurt parfait, with fruit with Banana pudding and Burrito bowl, with beans",525.0,19.8,83.4,13.1
"Yogurt, Greek, Blueberry, CHOBANI with Strudel, berry and Fruit salad, excluding citrus fruits, with marshmallows",1202.0,16.3,95.6,41.2
"Frozen yogurt sandwich with Pie fillings, blueberry, canned and Burrito bowl, with beans",706.5,14.5,135.5,13.1
"McDONALD'S, Fruit 'n Yogurt Parfait with Cookie, shortbread and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",1676.5,13.9,140.3,62.0
"Yogurt, Greek, plain, nonfat with Coffee cake, crumb or quick-bread type, with fruit and Carrots, glazed, cooked",671.5,22.6,98.0,21.0
"Frozen yogurt bar, chocolate with Pie, banana cream and Bean cake",1036.5,13.9,130.8,51.1
"Chicken, ground, crumbles, cooked, pan-browned with Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops and Burrito bowl, with beans with Cookie, butterscotch, brownie",602.2,43.7,34.6,22.2
"Frozen yogurt, chocolate with Cookie, oatmeal and Fruit salad, excluding citrus fruits, with marshmallows",1122.5,15.6,153.0,52.0
"Ramen bowl with chicken with Crisp, apple and Cake, pudding-type, carrot, dry mix",926.5,19.9,147.6,30.0
"SILK Key Lime soy yogurt with Pie, apple, fast food and Carrots, raw with Cookie, butter or sugar",1139.6,9.7,110.1,29.1
"SILK Key Lime soy yogurt with Coffee cake, crumb or quick-bread type, cheese-filled and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Chia seeds",1412.4,18.1,113.3,53.0
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Cookie, oatmeal sandwich, with creme filling and Bean cake with Cookie, butter or sugar",1215.6,14.2,170.0,53.5
"Yogurt parfait, with fruit with Pudding, rice and Carrot, dehydrated",659.0,20.8,131.3,8.0
"Frozen yogurt, chocolate with Banana, raw and Burrito bowl, with beans",471.0,13.6,83.8,9.2
"McDONALD'S, Fruit 'n Yogurt Parfait with Cereal or granola bar (Quaker Granola Bites) and Cake, pudding-type, carrot, dry mix with Cookie, peanut butter, with chocolate",1821.2,21.1,218.6,41.8
"Ramen bowl with beef with Bananas, dehydrated, or banana powder and Carrots, glazed, cooked with Cookie, peanut butter sandwich",893.2,18.3,182.7,16.4
"Frozen yogurt, chocolate with Doughnuts, cake-type, plain, chocolate-coated or frosted and Gelatin salad with vegetables with Chia seeds",1008.4,15.8,129.7,47.8
"Yogurt, Greek, plain, nonfat with Cookie, shortbread and Bean cake with Cookie, peanut butter, sugar free",1355.0,30.9,158.6,65.9
"Frozen yogurt, NFS with Cereal, rice crispy, plain and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",967.5,16.8,165.1,27.5
"Yogurt, Greek, plain, lowfat with Cookie, oatmeal, with raisins and Fruit salad, including citrus fruits, with salad dressing or mayonnaise",1372.5,26.1,122.0,50.3
"Egg custards, dry mix with Apple, dried and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise with Cookie, peanut butter, with chocolate",1297.8,14.7,245.5,34.6
"Frozen yogurt sandwich with Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops and Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",682.0,7.6,72.9,30.1
"Turnover or breakfast pocket, egg with Doughnuts, cake-type, plain, chocolate-coated or frosted and Gelatin salad with vegetables",1136.5,23.9,137.3,54.8
"Yogurt parfait, lowfat, with fruit and granola with Apple, candied and Carrot, dehydrated",668.0,15.2,147.9,6.2
"Frozen yogurt sandwich with Cereal or granola bar (Quaker Chewy Granola Bar) and Fruit salad, including citrus fruits, with salad dressing or mayonnaise with Cookie, butter or sugar",1242.6,17.0,180.0,57.4
"Yogurt, Greek, strawberry, lowfat with Oat milk and Cake, pudding-type, carrot, dry mix with Cake, pound, commercially prepared, other than all butter, enriched",1199.3,19.1,113.6,19.8
"McDONALD'S, Fruit 'n Yogurt Parfait (without granola) with Sherbet, orange and Gelatin salad with vegetables",1099.0,6.8,86.2,4.7
"Yogurt, Greek, strawberry, lowfat with Cake or cupcake, gingerbread and Carrot, dehydrated with Nuts, walnuts, glazed",1488.5,27.1,173.2,24.4
"Turkey, ground, fat free, pan-broiled crumbles with Apple, raw and Fruit salad, excluding citrus fruits, with marshmallows",569.0,49.6,39.7,23.8
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS with Puddings, rice, dry mix, prepared with 2% milk and Fruit salad, excluding citrus fruits, with marshmallows",1155.5,14.8,74.7,30.0
Tofu yogurt with Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar) and Gelatin salad with vegetables,1264.0,13.0,156.8,15.2
"Fish timbale or mousse with Crisp, apple and Carrot, dehydrated with Almond milk, chocolate",893.5,27.5,128.9,32.5
"Frozen yogurts, chocolate with Pie, blueberry, commercially prepared and Cake, pudding-type, carrot, dry mix with Almond milk, chocolate",1590.0,12.4,165.1,30.4
"Frozen yogurt bar, chocolate with Cookie, oatmeal and Fruit salad, excluding citrus fruits, with marshmallows with Cookie, peanut butter",1193.5,16.9,161.7,55.6
"Frozen yogurt, vanilla with Crisp, berry and Cake, pudding-type, carrot, dry mix with Cookie, peanut butter",1018.5,16.1,169.5,33.4
"Yogurt, Greek, with oats with Pie, berry and Burrito bowl, with beans with Cookie, butter or sugar",881.1,27.4,116.7,35.0
"Frozen yogurt, vanilla with Strudel, berry and Fruit salad, excluding citrus fruits, with marshmallows",878.0,9.9,108.8,46.2
"SILK Key Lime soy yogurt with Bananas, dehydrated, or banana powder and Carrots, raw with Cookies, peanut butter sandwich, regular",1186.7,11.5,178.4,7.9
"Frozen yogurt sandwich with Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice and Fruit salad, including citrus fruits, with marshmallows",1069.0,16.8,198.1,30.2
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI with Puddings, rice, dry mix, prepared with whole milk and Gelatin salad with vegetables with Nuts, walnuts, glazed",1034.5,19.2,70.1,11.8
"Yogurt, Greek, plain, nonfat with Bananas, dehydrated, or banana powder and Cake or cupcake, carrot with Cookie, butter or sugar",1054.1,24.6,199.8,23.7
"Frozen yogurt, vanilla with Cookie, oatmeal, with chocolate chips and Bean cake with Cookie, peanut butter, with chocolate",1361.2,20.0,192.5,62.0
"Frozen yogurts, chocolate with Cereal, rice crispy, flavored and Fruit salad, excluding citrus fruits, with pudding",1515.5,13.8,179.5,13.3
