fdc_id,description,data_type,query_term,protein_g,fat_g,carbs_g,calories
2709605,"Lambsquarter, cooked",Survey (FNDDS),spaghetti cooked,3.11,3.22,4.85,54.0
2709949,"Lettuce, cooked",Survey (FNDDS),spaghetti cooked,1.06,3.11,4.21,49.0
168871,"Millet, cooked",SR Legacy,spaghetti cooked,3.51,1.0,23.7,119.0
2709955,"Parsnips, cooked",Survey (FNDDS),spaghetti cooked,1.29,2.84,16.47,92.0
2706150,"Pheasant, cooked",Survey (FNDDS),spaghetti cooked,32.26,12.05,0.0,238.0
2709692,"Pumpkin, cooked",Survey (FNDDS),spaghetti cooked,1.05,2.84,6.77,52.0
2706149,"Quail, cooked",Survey (FNDDS),spaghetti cooked,25.0,14.04,0.0,226.0
168917,"Quinoa, cooked",SR Legacy,spaghetti cooked,4.4,1.92,21.3,120.0
2709980,"Rutabaga, cooked",Survey (FNDDS),spaghetti cooked,1.13,2.9,8.98,63.0
2709981,"Salsify, cooked",Survey (FNDDS),spaghetti cooked,2.65,2.71,14.88,89.0
2706198,"Scrapple, cooked",Survey (FNDDS),spaghetti cooked,8.57,14.76,14.96,227.0
2707388,"Soybeans, cooked",Survey (FNDDS),spaghetti cooked,16.92,14.84,7.77,218.0
169746,"Spelt, cooked",SR Legacy,spaghetti cooked,5.5,0.85,26.4,127.0
2709567,"Taro, cooked",Survey (FNDDS),spaghetti cooked,1.57,2.95,27.55,141.0
168918,"Teff, cooked",SR Legacy,spaghetti cooked,3.87,0.65,19.9,101.0
172467,"Tempeh, cooked",SR Legacy,spaghetti cooked,19.9,11.4,7.62,195.0
2710002,"Turnip, cooked",Survey (FNDDS),spaghetti cooked,0.95,2.84,6.7,54.0
2709640,"Watercress, cooked",Survey (FNDDS),spaghetti cooked,2.4,2.84,1.35,36.0
2707153,"Egg, whole, cooked, NS as to cooking method",Survey (FNDDS),spaghetti cooked,11.84,13.86,0.92,176.0
168904,"Macaroni, vegetable, enriched, cooked",SR Legacy,macaroni cooked,4.53,0.11,26.6,128.0
2706483,Chili with macaroni,Survey (FNDDS),macaroni cooked,8.99,3.65,14.35,126.0
2708811,Macaroni or noodles with cheese,Survey (FNDDS),macaroni cooked,8.68,10.5,23.08,223.0
2708822,Macaroni or noodles with cheese and egg,Survey (FNDDS),macaroni cooked,5.91,9.52,19.0,185.0
2708818,Macaroni or noodles with cheese and meat,Survey (FNDDS),macaroni cooked,11.79,11.16,15.14,210.0
2708820,Macaroni or noodles with cheese and tomato,Survey (FNDDS),macaroni cooked,3.94,6.53,18.72,148.0
2708817,Macaroni or noodles with cheese and tuna,Survey (FNDDS),macaroni cooked,7.59,6.79,18.23,164.0
2708814,"Macaroni or noodles with cheese, canned",Survey (FNDDS),macaroni cooked,3.38,2.46,11.52,82.0
2708928,"Macaroni or noodles, creamed, with cheese",Survey (FNDDS),macaroni cooked,4.72,5.49,22.03,158.0
172259,"Babyfood, macaroni and cheese, toddler",SR Legacy,macaroni cooked,3.5,2.6,11.2,82.0
2706481,Beef and macaroni with cheese sauce,Survey (FNDDS),macaroni cooked,9.12,5.42,12.26,137.0
173325,"Macaroni and Cheese, canned entree",SR Legacy,macaroni cooked,3.38,2.46,11.5,82.0
173337,"Macaroni and Cheese, canned, microwavable",SR Legacy,macaroni cooked,5.98,5.99,14.0,134.0
173342,"Macaroni and cheese, frozen entree",SR Legacy,macaroni cooked,5.6,6.41,17.3,149.0
2708947,Macaroni or pasta salad with cheese,Survey (FNDDS),macaroni cooked,6.89,14.43,21.78,246.0
2708946,Macaroni or pasta salad with chicken,Survey (FNDDS),macaroni cooked,7.82,10.75,20.94,213.0
2708941,Macaroni or pasta salad with egg,Survey (FNDDS),macaroni cooked,5.18,11.44,22.54,215.0
2708948,Macaroni or pasta salad with meat,Survey (FNDDS),macaroni cooked,7.65,10.59,20.82,211.0
2708944,Macaroni or pasta salad with shrimp,Survey (FNDDS),macaroni cooked,6.86,9.99,20.94,203.0
2708942,Macaroni or pasta salad with tuna,Survey (FNDDS),macaroni cooked,6.69,9.9,20.88,200.0
168903,"Macaroni, vegetable, enriched, dry",SR Legacy,macaroni cooked,13.1,1.04,74.9,367.0
169849,"CRACKER BARREL, macaroni n' cheese",SR Legacy,macaroni cooked,6.49,11.8,15.6,194.0
2708823,Macaroni or noodles with cheese and chicken or turkey,Survey (FNDDS),macaroni cooked,12.53,7.61,14.82,178.0
2708812,"Macaroni or noodles with cheese, from restaurant",Survey (FNDDS),macaroni cooked,5.42,6.06,18.8,151.0
2708824,"Macaroni or noodles with cheese, whole grain",Survey (FNDDS),macaroni cooked,8.77,10.88,22.7,219.0
2708929,"Macaroni or noodles, creamed, with cheese and tuna",Survey (FNDDS),macaroni cooked,7.85,4.52,17.35,143.0
168992,"Agave, cooked (Southwest)",SR Legacy,macaroni cooked,0.99,0.29,32.0,563.0
170683,"Amaranth grain, cooked",SR Legacy,macaroni cooked,3.8,1.58,18.7,102.0
2709847,"Bamboo shoots, cooked",Survey (FNDDS),macaroni cooked,1.68,2.94,3.13,41.0
170285,"Barley, pearled, cooked",SR Legacy,macaroni cooked,2.26,0.44,28.2,515.0
2709871,"Bean sprouts, cooked",Survey (FNDDS),macaroni cooked,9.8,6.93,6.08,116.0
2705856,"Beef, bacon, cooked",Survey (FNDDS),macaroni cooked,31.3,34.4,1.4,449.0
2709571,"Beet greens, cooked",Survey (FNDDS),macaroni cooked,2.3,2.87,4.51,48.0
2709878,"Bitter melon, cooked",Survey (FNDDS),macaroni cooked,0.82,2.72,4.19,41.0
168874,"Quinoa, uncooked",SR Legacy,quinoa cooked,14.1,6.07,64.2,1540.0
2708401,"Quinoa, fat added",Survey (FNDDS),quinoa cooked,4.2,5.42,20.22,146.0
2708400,"Quinoa, no added fat",Survey (FNDDS),quinoa cooked,4.38,1.91,21.21,120.0
2708399,"Quinoa, NS as to fat",Survey (FNDDS),quinoa cooked,4.2,5.42,20.22,146.0
2366174,COOKED QUINOA,Branded,quinoa cooked,4.29,2.14,22.9,129.0
2596887,COOKED QUINOA,Branded,quinoa cooked,4.29,2.14,22.9,129.0
172957,"Bratwurst, chicken, cooked",SR Legacy,quinoa cooked,19.4,10.4,0.0,738.0
171620,"Bratwurst, pork, cooked",SR Legacy,quinoa cooked,13.7,29.2,2.85,1390.0
174595,"Bratwurst, veal, cooked",SR Legacy,quinoa cooked,14.0,31.7,0.0,1430.0
170382,"Broccoli raab, cooked",SR Legacy,quinoa cooked,3.83,0.52,3.12,104.0
2709573,"Broccoli raab, cooked",Survey (FNDDS),quinoa cooked,3.2,3.15,2.88,46.0
2709658,"Broccoli, Chinese, cooked",Survey (FNDDS),quinoa cooked,1.22,3.42,4.72,50.0
169392,"Broccoli, chinese, cooked",SR Legacy,quinoa cooked,1.14,0.72,3.81,22.0
2710792,"Broccoli, cooked, as ingredient",Survey (FNDDS),quinoa cooked,2.68,0.35,6.53,41.0
2710800,"Cabbage, cooked, as ingredient",Survey (FNDDS),quinoa cooked,1.0,0.24,6.65,32.0
168572,"Cabbage, napa, cooked",SR Legacy,quinoa cooked,1.1,0.17,2.23,50.0
2709893,"Cabbage, red, cooked",Survey (FNDDS),quinoa cooked,1.26,2.86,6.85,58.0
2709894,"Cabbage, savoy, cooked",Survey (FNDDS),quinoa cooked,2.02,2.75,6.16,51.0
2705884,"Canadian bacon, cooked",Survey (FNDDS),quinoa cooked,28.31,2.78,1.8,146.0
2710793,"Carrots, cooked, as ingredient",Survey (FNDDS),quinoa cooked,0.98,0.36,10.7,50.0
2709677,"Carrots, glazed, cooked",Survey (FNDDS),quinoa cooked,0.9,2.78,17.32,97.0
2710801,"Cauliflower, cooked, as ingredient",Survey (FNDDS),quinoa cooked,2.0,0.29,5.18,26.0
2710805,"Celery, cooked, as ingredient",Survey (FNDDS),quinoa cooked,0.53,0.17,3.57,18.0
2708360,"Cereal, cooked, NFS",Survey (FNDDS),quinoa cooked,2.21,1.09,11.36,64.0
2708441,"Couscous, plain, cooked",Survey (FNDDS),quinoa cooked,3.77,0.16,23.11,111.0
169699,"Couscous, dry",SR Legacy,couscous cooked,12.8,0.64,77.4,376.0
2596258,PRE-COOKED COUSCOUS,Branded,couscous cooked,13.3,0.0,76.7,367.0
2394752,PRE-COOKED COUSCOUS,Branded,couscous cooked,13.3,0.0,76.7,367.0
1855084,"ROLAND, PRE-COOKED COUSCOUS",Branded,couscous cooked,12.7,0.91,76.4,364.0
175180,"Crustaceans, shrimp, cooked",SR Legacy,couscous cooked,24.0,0.28,0.2,99.0
2709589,"Dandelion greens, cooked",Survey (FNDDS),couscous cooked,2.82,3.47,9.58,71.0
2707176,"Duck egg, cooked",Survey (FNDDS),couscous cooked,11.96,18.55,1.36,224.0
2710802,"Eggplant, cooked, as ingredient",Survey (FNDDS),couscous cooked,1.05,0.19,6.32,27.0
2708361,Barley,Survey (FNDDS),barley cooked,2.2,2.74,27.23,139.0
2709147,"Soup, barley",Survey (FNDDS),barley cooked,3.34,2.07,6.66,58.0
170283,"Barley, hulled",SR Legacy,barley cooked,12.5,2.3,73.5,354.0
2707788,"Bread, barley",Survey (FNDDS),barley cooked,10.67,4.53,47.54,274.0
169739,Barley flour or meal,SR Legacy,barley cooked,10.5,1.6,74.5,345.0
169740,Barley malt flour,SR Legacy,barley cooked,10.3,1.84,78.3,361.0
170284,"Barley, pearled, raw",SR Legacy,barley cooked,9.91,1.16,77.7,352.0
2707789,"Bread, barley, toasted",Survey (FNDDS),barley cooked,11.72,4.98,52.24,301.0
2708491,"Baby Toddler cereal, barley, dry",Survey (FNDDS),barley cooked,13.2,6.6,69.4,376.0
171358,"Babyfood, cereal, barley, dry fortified",SR Legacy,barley cooked,13.2,6.6,69.4,1570.0
174073,"Soup, beef barley, ready to serve",SR Legacy,barley cooked,2.81,0.96,7.94,216.0
171154,"Soup, mushroom barley, canned, condensed",SR Legacy,barley cooked,1.5,1.8,9.6,255.0
172296,"Babyfood, cereal, barley, prepared with whole milk",SR Legacy,barley cooked,3.73,3.26,9.94,352.0
174552,"CAMPBELL'S CHUNKY, Hearty Beef Barley Soup",SR Legacy,barley cooked,2.89,0.92,8.98,233.0
172914,"Soup, mushroom barley, canned, prepared with equal volume water",SR Legacy,barley cooked,0.77,0.93,4.8,126.0
2709383,"Potato, baked, NFS",Survey (FNDDS),potato baked,1.95,0.1,21.45,93.0
2709435,"Potato chips, baked, flavored",Survey (FNDDS),potato baked,4.97,18.11,71.04,467.0
2709434,"Potato chips, baked, plain",Survey (FNDDS),potato baked,5.0,18.2,71.4,469.0
2709515,"Potato tots, frozen, baked",Survey (FNDDS),potato baked,2.03,9.17,26.1,187.0
2709524,"Potato, baked, peel eaten",Survey (FNDDS),potato baked,2.49,0.13,21.05,93.0
2709384,"Potato, baked, peel not eaten",Survey (FNDDS),potato baked,1.95,0.1,21.45,93.0
170112,"Potatoes, baked, flesh, with salt",SR Legacy,potato baked,1.96,0.1,21.6,390.0
2709525,"Potato, baked, peel eaten, with butter",Survey (FNDDS),potato baked,2.41,4.22,20.01,125.0
2709518,"Potato, baked, peel not eaten, with butter",Survey (FNDDS),potato baked,1.9,4.19,20.39,125.0
2709527,"Potato, baked, peel eaten, with cheese",Survey (FNDDS),potato baked,4.09,7.69,17.43,153.0
2709529,"Potato, baked, peel eaten, with chili",Survey (FNDDS),potato baked,4.85,6.23,17.33,143.0
2709530,"Potato, baked, peel eaten, with vegetables",Survey (FNDDS),potato baked,4.12,6.37,17.76,142.0
2709520,"Potato, baked, peel not eaten, with cheese",Survey (FNDDS),potato baked,3.66,7.66,17.75,153.0
2709528,"Potato, baked, peel eaten, with meat",Survey (FNDDS),potato baked,4.74,8.28,17.09,160.0
2709522,"Potato, baked, peel not eaten, with chili",Survey (FNDDS),potato baked,4.45,6.21,17.62,143.0
2709523,"Potato, baked, peel not eaten, with vegetables",Survey (FNDDS),potato baked,3.68,6.34,18.09,142.0
2709521,"Potato, baked, peel not eaten, with meat",Survey (FNDDS),potato baked,4.32,8.26,17.4,160.0
170111,"Potatoes, baked, flesh and skin, with salt",SR Legacy,potato baked,2.5,0.13,21.2,390.0
170033,"Potatoes, baked, flesh, without salt",SR Legacy,potato baked,1.96,0.1,21.6,390.0
170113,"Potatoes, baked, skin only, with salt",SR Legacy,potato baked,4.29,0.1,46.1,198.0
170034,"Potatoes, baked, skin, without salt",SR Legacy,potato baked,4.29,0.1,46.1,198.0
170435,"Potatoes, red, flesh and skin, baked",SR Legacy,potato baked,2.3,0.15,19.6,362.0
170030,"Potatoes, Russet, flesh and skin, baked",SR Legacy,potato baked,2.63,0.13,21.4,397.0
170434,"Potatoes, white, flesh and skin, baked",SR Legacy,potato baked,2.1,0.15,21.1,92.0
2709700,"Sweet potato, baked, fat added",Survey (FNDDS),potato baked,1.58,4.53,17.14,115.0
2709699,"Sweet potato, baked, no added fat",Survey (FNDDS),potato baked,1.64,0.39,17.98,82.0
2709698,"Sweet potato, baked, NS as to fat",Survey (FNDDS),potato baked,1.58,4.53,17.14,115.0
2709526,"Potato, baked, peel eaten, with sour cream",Survey (FNDDS),potato baked,2.47,5.46,18.7,131.0
2709519,"Potato, baked, peel not eaten, with sour cream",Survey (FNDDS),potato baked,2.0,5.44,19.05,131.0
2709514,"Potato tots, from fresh, fried or baked",Survey (FNDDS),potato baked,1.9,15.46,24.4,237.0
2709517,"Potato tots, frozen, NS as to fried or baked",Survey (FNDDS),potato baked,1.9,15.46,24.4,237.0
2709459,"Potato, french fries, from fresh, baked",Survey (FNDDS),potato baked,2.02,9.16,19.34,166.0
2709460,"Potato, french fries, from frozen, baked",Survey (FNDDS),potato baked,2.75,5.48,25.55,158.0
170093,"Potatoes, baked, flesh and skin, without salt",SR Legacy,potato baked,2.5,0.13,21.2,93.0
169046,"Snacks, potato chips, white, restructured, baked",SR Legacy,potato baked,5.0,18.2,71.4,469.0
170542,"Sweet potato, frozen, cooked, baked, with salt",SR Legacy,potato baked,1.71,0.12,23.4,419.0
170134,"Sweet potato, cooked, baked in skin, flesh, with salt",SR Legacy,potato baked,2.01,0.15,20.7,90.0
169307,"Sweet potato, frozen, cooked, baked, without salt",SR Legacy,potato baked,1.71,0.12,23.4,100.0
168483,"Sweet potato, cooked, baked in skin, flesh, without salt",SR Legacy,potato baked,2.01,0.15,20.7,378.0
2707390,Baked beans,Survey (FNDDS),potato baked,4.52,0.89,21.57,105.0
2709220,"Apple, baked",Survey (FNDDS),potato baked,0.32,3.08,22.7,113.0
2709225,"Banana, baked",Survey (FNDDS),potato baked,0.82,3.21,32.43,161.0
172738,"Puff pastry, frozen, ready-to-bake, baked",SR Legacy,potato baked,7.4,38.5,45.7,558.0
2707816,"Corn pone, baked",Survey (FNDDS),potato baked,3.5,4.31,39.68,214.0
2707391,"Baked beans, vegetarian",Survey (FNDDS),potato baked,4.75,0.37,21.14,94.0
2706340,"Clams, baked or broiled",Survey (FNDDS),potato baked,18.23,5.73,4.44,148.0
2706352,"Oysters, baked or broiled",Survey (FNDDS),potato baked,7.11,6.66,3.39,104.0
169131,"Plantains, yellow, baked",SR Legacy,potato baked,1.52,0.16,41.4,650.0
2706356,"Scallops, baked or broiled",Survey (FNDDS),potato baked,14.99,5.14,3.96,126.0
2706361,"Shrimp, baked or broiled",Survey (FNDDS),potato baked,16.92,5.79,1.14,129.0
172800,"Taco shells, baked",SR Legacy,potato baked,6.41,21.8,63.5,1990.0
2709510,Potato patty,Survey (FNDDS),potato baked,3.89,11.32,13.49,171.0
2709556,"Soup, potato",Survey (FNDDS),potato baked,1.51,4.71,10.53,90.0
2709382,"Potato, NFS",Survey (FNDDS),potato baked,1.87,4.25,20.45,126.0
2709552,Potato pancake,Survey (FNDDS),potato baked,4.47,10.8,20.64,196.0
2709554,Stewed potatoes,Survey (FNDDS),potato baked,1.99,3.39,16.26,103.0
167943,"Bread, potato",SR Legacy,potato baked,12.5,3.13,47.1,266.0
2707642,"Bread, potato",Survey (FNDDS),potato baked,12.5,3.13,47.07,266.0
2708722,"Gnocchi, potato",Survey (FNDDS),potato baked,2.44,6.33,17.2,135.0
168446,Potato flour,SR Legacy,potato baked,6.9,0.34,83.1,1490.0
170092,Potato pancakes,SR Legacy,potato baked,6.08,14.8,27.8,1120.0
2707410,"Baked beans, reduced sodium",Survey (FNDDS),potato baked,4.77,0.4,20.35,104.0
167999,"Baking chocolate, mexican, squares",SR Legacy,potato baked,3.64,15.6,77.4,1780.0
167567,"Baking chocolate, unsweetened, liquid",SR Legacy,potato baked,12.1,47.7,36.2,1980.0
167568,"Baking chocolate, unsweetened, squares",SR Legacy,potato baked,14.3,52.3,28.4,642.0
175183,"Beans, baked, canned, with beef",SR Legacy,potato baked,6.38,3.45,16.9,121.0
175184,"Beans, baked, canned, with franks",SR Legacy,potato baked,6.75,6.57,15.4,142.0
175185,"Beans, baked, canned, with pork",SR Legacy,potato baked,5.19,1.55,20.0,443.0
173731,"Beans, baked, home prepared",SR Legacy,potato baked,5.54,5.15,21.6,649.0
2706069,"Chicken wing, baked, coated",Survey (FNDDS),potato baked,21.42,16.87,3.98,260.0
2707962,"Cookie, rum ball, no bake",Survey (FNDDS),potato baked,5.37,26.22,63.78,514.0
2706295,"Fish, bass, baked or broiled",Survey (FNDDS),potato baked,22.9,7.02,0.01,161.0
2706235,"Fish, catfish, baked or broiled",Survey (FNDDS),potato baked,18.93,11.91,0.01,189.0
2709385,"Potato, boiled, NFS",Survey (FNDDS),potato boiled,1.87,4.25,20.45,126.0
2709386,"Potato, boiled, ready-to-heat",Survey (FNDDS),potato boiled,1.87,4.25,20.45,126.0
2709703,"Sweet potato, boiled, fat added",Survey (FNDDS),potato boiled,1.58,4.53,17.14,115.0
2709702,"Sweet potato, boiled, no added fat",Survey (FNDDS),potato boiled,1.64,0.39,17.98,82.0
2709701,"Sweet potato, boiled, NS as to fat",Survey (FNDDS),potato boiled,1.58,4.53,17.14,115.0
170114,"Potatoes, boiled, cooked in skin, flesh, with salt",SR Legacy,potato boiled,1.87,0.1,20.1,364.0
170519,"Potatoes, boiled, cooked in skin, skin, with salt",SR Legacy,potato boiled,2.86,0.1,17.2,78.0
168484,"Sweet potato, cooked, boiled, without skin",SR Legacy,potato boiled,1.37,0.14,17.7,320.0
170438,"Potatoes, boiled, cooked in skin, flesh, without salt",SR Legacy,potato boiled,1.87,0.1,20.1,364.0
170439,"Potatoes, boiled, cooked in skin, skin, without salt",SR Legacy,potato boiled,2.86,0.1,17.2,78.0
170520,"Potatoes, boiled, cooked without skin, flesh, with salt",SR Legacy,potato boiled,1.71,0.1,20.0,86.0
170116,"Potatoes, frozen, whole, cooked, boiled, drained, with salt",SR Legacy,potato boiled,1.98,0.13,13.9,262.0
170541,"Sweet potato, cooked, boiled, without skin, with salt",SR Legacy,potato boiled,1.37,0.14,17.7,320.0
2709396,"Potato, boiled, from fresh, peel eaten, made with oil",Survey (FNDDS),potato boiled,2.37,4.87,20.07,131.0
2709393,"Potato, boiled, from fresh, peel eaten, NS as to fat",Survey (FNDDS),potato boiled,2.39,4.28,20.08,126.0
2709398,"Potato, boiled, from fresh, peel eaten, made with margarine",Survey (FNDDS),potato boiled,2.38,3.21,20.1,116.0
2709395,"Potato, boiled, from fresh, peel eaten, no added fat",Survey (FNDDS),potato boiled,2.49,0.13,21.07,93.0
2709390,"Potato, boiled, from fresh, peel not eaten, made with oil",Survey (FNDDS),potato boiled,1.86,4.84,20.45,131.0
2709387,"Potato, boiled, from fresh, peel not eaten, NS as to fat",Survey (FNDDS),potato boiled,1.87,4.25,20.45,126.0
2709397,"Potato, boiled, from fresh, peel eaten, made with butter",Survey (FNDDS),potato boiled,2.41,4.02,20.07,123.0
2709392,"Potato, boiled, from fresh, peel not eaten, made with margarine",Survey (FNDDS),potato boiled,1.87,3.18,20.48,116.0
2709388,"Potato, boiled, from fresh, peel not eaten, no added fat",Survey (FNDDS),potato boiled,1.95,0.1,21.46,93.0
2709391,"Potato, boiled, from fresh, peel not eaten, made with butter",Survey (FNDDS),potato boiled,1.9,3.99,20.45,123.0
2707513,"Peanuts, boiled",Survey (FNDDS),potato boiled,13.5,22.01,21.26,318.0
170440,"Potatoes, boiled, cooked without skin, flesh, without salt",SR Legacy,potato boiled,1.71,0.1,20.0,86.0
170049,"Potatoes, frozen, whole, cooked, boiled, drained, without salt",SR Legacy,potato boiled,1.98,0.13,14.5,65.0
171119,"Chicken, feet, boiled",SR Legacy,potato boiled,19.4,14.6,0.2,215.0
2706342,"Clams, steamed or boiled",Survey (FNDDS),potato boiled,18.57,1.22,4.52,109.0
168216,"Plantains, green, boiled",SR Legacy,potato boiled,1.09,0.08,29.2,121.0
2706358,"Scallops, steamed or boiled",Survey (FNDDS),potato boiled,15.24,0.62,4.02,87.0
2706363,"Shrimp, steamed or boiled",Survey (FNDDS),potato boiled,17.19,1.28,1.15,90.0
2707154,"Egg, whole, boiled or poached",Survey (FNDDS),potato boiled,12.4,9.96,0.96,143.0
2709394,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",Survey (FNDDS),potato boiled,2.39,4.28,20.08,126.0
2709389,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",Survey (FNDDS),potato boiled,1.87,4.25,20.45,126.0
168390,"Asparagus, cooked, boiled, drained",SR Legacy,potato boiled,2.4,0.22,4.11,94.0
169146,"Beets, cooked, boiled, drained",SR Legacy,potato boiled,1.68,0.18,9.96,44.0
170145,"Seeds, breadfruit seeds, boiled",SR Legacy,potato boiled,5.3,2.3,32.0,168.0
168493,"Arrowhead, cooked, boiled, drained, with salt",SR Legacy,potato boiled,4.49,0.1,16.1,78.0
169313,"Asparagus, cooked, boiled, drained, with salt",SR Legacy,potato boiled,2.4,0.22,4.11,22.0
168506,"Beets, cooked, boiled. drained, with salt",SR Legacy,potato boiled,1.68,0.18,9.96,44.0
168509,"Borage, cooked, boiled, drained, with salt",SR Legacy,potato boiled,2.09,0.81,3.55,25.0
168510,"Broccoli, cooked, boiled, drained, with salt",SR Legacy,potato boiled,2.38,0.41,7.18,146.0
169334,"Butterbur, cooked, boiled, drained, with salt",SR Legacy,potato boiled,0.23,0.02,2.16,8.0
169338,"Cardoon, cooked, boiled, drained, with salt",SR Legacy,potato boiled,0.76,0.11,4.74,82.0
169339,"Carrots, cooked, boiled, drained, with salt",SR Legacy,potato boiled,0.76,0.18,8.22,147.0
168520,"Cauliflower, cooked, boiled, drained, with salt",SR Legacy,potato boiled,1.84,0.45,4.11,96.0
169341,"Celeriac, cooked, boiled, drained, with salt",SR Legacy,potato boiled,0.96,0.19,5.9,27.0
169342,"Celery, cooked, boiled, drained, with salt",SR Legacy,potato boiled,0.83,0.16,4.0,74.0
168523,"Collards, cooked, boiled, drained, with salt",SR Legacy,potato boiled,2.71,0.72,5.65,33.0
169371,"Dock, cooked, boiled, drained, with salt",SR Legacy,potato boiled,1.83,0.64,2.93,20.0
173424,"Egg, whole, cooked, hard-boiled",SR Legacy,potato boiled,12.6,10.6,1.12,155.0
169352,"Eggplant, cooked, boiled, drained, with salt",SR Legacy,potato boiled,0.83,0.23,8.14,138.0
171633,"Frankfurter, meat and poultry, cooked, boiled",SR Legacy,potato boiled,10.3,26.3,4.96,1240.0
169355,"Kale, cooked, boiled, drained, with salt",SR Legacy,potato boiled,2.94,1.21,5.3,44.0
169357,"Kohlrabi, cooked, boiled, drained, with salt",SR Legacy,potato boiled,1.8,0.11,6.69,29.0
168534,"Lambsquarters, cooked, boiled, drained, with salt",SR Legacy,potato boiled,3.2,0.7,5.0,134.0
170166,"Nuts, chestnuts, chinese, boiled and steamed",SR Legacy,potato boiled,2.88,0.76,33.6,153.0
170168,"Nuts, chestnuts, european, boiled and steamed",SR Legacy,potato boiled,2.0,1.38,27.8,131.0
168589,"Nuts, chestnuts, japanese, boiled and steamed",SR Legacy,potato boiled,0.82,0.19,12.6,56.0
170098,"Okra, cooked, boiled, drained, with salt",SR Legacy,potato boiled,1.87,0.21,4.51,22.0
170100,"Onions, cooked, boiled, drained, with salt",SR Legacy,potato boiled,1.36,0.19,9.56,176.0
170508,"Parsnips, cooked, boiled, drained, with salt",SR Legacy,potato boiled,1.32,0.3,17.0,71.0
170526,"Pumpkin, cooked, boiled, drained, with salt",SR Legacy,potato boiled,0.72,0.07,4.31,18.0
170121,"Purslane, cooked, boiled, drained, with salt",SR Legacy,potato boiled,1.49,0.19,3.55,18.0
170528,"Rutabagas, cooked, boiled, drained, with salt",SR Legacy,potato boiled,0.93,0.18,6.84,30.0
170529,"Salsify, cooked, boiled, drained, with salt",SR Legacy,potato boiled,2.73,0.17,15.4,68.0
170531,"Spinach, cooked, boiled, drained, with salt",SR Legacy,potato boiled,2.97,0.26,3.75,23.0
167632,"Squash, Indian, cooked, boiled (Navajo)",SR Legacy,potato boiled,0.31,0.15,3.22,65.0
170547,"Turnips, cooked, boiled, drained, with salt",SR Legacy,potato boiled,0.71,0.08,5.06,92.0
168492,"Amaranth leaves, cooked, boiled, drained, with salt",SR Legacy,potato boiled,2.11,0.18,4.11,21.0
173928,"Apples, raw, without skin, cooked, boiled",SR Legacy,potato boiled,0.26,0.36,13.6,222.0
169204,"Arrowhead, cooked, boiled, drained, without salt",SR Legacy,potato boiled,4.49,0.1,16.1,78.0
168494,"Asparagus, frozen, cooked, boiled, drained, with salt",SR Legacy,potato boiled,2.95,0.42,1.92,74.0
168497,"Bamboo shoots, cooked, boiled, drained, with salt",SR Legacy,potato boiled,1.53,0.22,1.52,46.0
168508,"Beet greens, cooked, boiled, drained, with salt",SR Legacy,potato boiled,2.57,0.2,5.46,113.0
2709715,Sweet potato tots,Survey (FNDDS),sweet potato baked,2.26,9.35,37.3,191.0
2707648,"Bread, sweet potato",Survey (FNDDS),sweet potato baked,8.64,2.87,45.38,241.0
2708012,"Pie, sweet potato",Survey (FNDDS),sweet potato baked,4.96,9.75,41.08,269.0
2709710,Sweet potato chips,Survey (FNDDS),sweet potato baked,2.92,32.19,56.54,529.0
2710308,Sweet potato paste,Survey (FNDDS),sweet potato baked,0.49,0.34,75.14,305.0
2709704,"Sweet potato, candied",Survey (FNDDS),sweet potato baked,1.18,3.48,37.69,187.0
2709697,"Sweet potato, NFS",Survey (FNDDS),sweet potato baked,1.58,4.53,17.14,115.0
2709717,"Sweet potato tots, school",Survey (FNDDS),sweet potato baked,2.27,9.39,37.45,192.0
2709708,"Sweet potato, casserole or mashed",Survey (FNDDS),sweet potato baked,1.89,2.56,17.22,99.0
2707649,"Bread, sweet potato, toasted",Survey (FNDDS),sweet potato baked,9.5,3.15,49.87,265.0
2709711,"Sweet potato fries, frozen",Survey (FNDDS),sweet potato baked,2.27,9.39,37.45,192.0
2709709,"Sweet potato fries, NFS",Survey (FNDDS),sweet potato baked,2.27,9.39,37.45,192.0
2709714,"Sweet potato fries, school",Survey (FNDDS),sweet potato baked,2.27,9.39,37.45,192.0
169303,"Sweet potato leaves, raw",SR Legacy,sweet potato baked,2.49,0.51,8.82,42.0
169305,"Sweet potato, canned, mashed",SR Legacy,sweet potato baked,1.98,0.2,23.2,421.0
2710794,"Sweet potato, cooked, as ingredient",Survey (FNDDS),sweet potato baked,1.65,0.4,18.05,82.0
173732,"Beans, baked, canned, with pork and sweet sauce",SR Legacy,sweet potato baked,4.52,0.89,21.6,105.0
172317,"Babyfood, corn and sweet potatoes, strained",SR Legacy,sweet potato baked,1.26,0.28,15.2,287.0
169042,"Babyfood, juice, apple-sweet potato",SR Legacy,sweet potato baked,0.3,0.1,11.4,47.0
172276,"Babyfood, vegetables, sweet potatoes strained",SR Legacy,sweet potato baked,1.1,0.1,13.2,57.0
172277,"Babyfood, vegetables, sweet potatoes, junior",SR Legacy,sweet potato baked,1.1,0.1,14.0,60.0
