description,calories,protein,carbs,fat
"Chicken drumstick, baked, coated, skin / coating eaten with Meat loaf with potatoes, vegetable, frozen meal and Peppers, sweet, green, sauteed",761.6,44.2,33.3,51.2
"Shrimp scampi with Quinoa, no added fat and Stuffed pepper, with rice, meatless with Burrito, chicken, cheese",810.9,41.0,71.9,38.8
Taco or tostada salad with chicken with Potato pancake and Pepper steak,879.7,41.7,71.6,48.4
"Pulled pork in barbecue sauce with Soup, potato and Pepper steak with Cheese, parmesan, hard",822.2,55.5,65.1,37.6
"Fish, catfish, steamed with Garlic bread, from frozen and Tuna noodle casserole with vegetables and mushroom sauce with Ravioli, cheese and spinach-filled, with cream sauce",686.1,47.5,52.8,30.9
"Fajita, beef or pork with Rice pilaf and Spinach souffle with Fish, salmon, baked or broiled, coated",800.8,35.2,80.6,37.4
"Fish, bass, grilled with Restaurant, Italian, chicken parmesan without pasta and Macaroni or noodles with cheese and tomato with Spinach and cheese casserole",837.0,77.1,45.0,37.9
"Fish, tofu, and vegetables, tempura with Soup, potato and Taco or tostada salad with chicken with Spaghetti sauce with poultry",693.4,23.2,51.8,44.3
"Chicken breast, rotisserie, skin eaten with Broccoli casserole with rice and Stuffed green pepper, Puerto Rican style",814.1,79.7,50.7,32.6
"TACO BELL, Soft Taco with steak with Tuna noodle casserole with mushroom sauce and Cauliflower, raw",760.7,43.8,68.1,35.4
"Beef stew, canned entree with Pork shish kabob with vegetables, excluding potatoes and Stuffed green pepper, Puerto Rican style",545.9,41.3,39.5,24.2
"Chicken, roasting, dark meat, meat only, cooked, roasted with Potato from Puerto Rican style stuffed pot roast, with gravy and Spinach and cheese casserole",597.7,52.6,39.0,25.7
"Shrimp, grilled with Potato pancake and Spinach souffle",714.0,46.2,46.7,37.7
"Beef and broccoli with Rice dressing and Mushrooms, white, stir-fried",528.7,27.2,50.1,24.9
"Lamb shish kabob with vegetables, excluding potatoes with Fast foods, potato, mashed and Stuffed pepper, with meat with Taco, flour tortilla, chicken, cheese",684.4,35.7,44.8,40.1
"Fish, tofu, and vegetables, tempura with Beef and noodles, no sauce and Broccoli casserole with rice",834.1,35.4,63.3,48.8
"Chicken thigh, stewed, skin eaten with Pork shish kabob with vegetables, excluding potatoes and Tuna noodle casserole with mushroom sauce with Taco, flour tortilla, chicken, cheese",889.9,85.9,31.6,46.1
"Chicken, roasting, meat and skin, cooked, roasted with Garlic bread, from frozen and Carrots, glazed, cooked with Macaroni or noodles with cheese and egg",804.8,51.2,54.4,41.3
"Lamb or mutton loaf with Garlic bread, from frozen and Green bean casserole with Stuffed shells, with chicken, with tomato sauce",575.5,31.2,44.3,30.1
"Beef, ground, patty with Fish shish kabob with vegetables, excluding potatoes and Spinach souffle with Cheese, cottage, with vegetables",674.9,63.1,20.9,36.7
"Pulled pork in barbecue sauce with Potato patty and Green bean casserole with Garlic bread, with melted cheese, from frozen",737.3,32.5,72.7,35.1
"Duck, cooked, skin not eaten with Tuna noodle casserole with vegetables and mushroom sauce and Tuna casserole with vegetables and mushroom sauce, no noodles",678.9,62.2,34.0,31.9
"Chicken breast, rotisserie, skin eaten with Garlic bread, with melted cheese, from frozen and Spinach and cheese casserole with Squash, winter, butternut, cooked, baked, with salt",887.1,72.2,53.7,43.8
"Corned beef patty with Rolls, dinner, wheat and Spinach, creamed",642.2,26.5,56.0,34.6
"Fish, salmon, canned with Pasta, vegetable, cooked and Stuffed jalapeno pepper",853.0,61.5,73.8,34.9
"Pot pie, chicken with Rice noodles, cooked and Broccoli casserole with rice with Burrito, cheese only",819.3,27.5,106.7,31.2
"Stuffed shells, with chicken, with tomato sauce with Fish shish kabob with vegetables, excluding potatoes and Carrots, glazed, cooked with Pulled pork in barbecue sauce",553.9,45.7,64.9,12.8
"Pork, chop, lean and fat eaten with Potato from Puerto Rican style stuffed pot roast, with gravy and Spinach and cheese casserole",616.2,57.1,40.4,25.5
"Shrimp, grilled with Quinoa, cooked and Stuffed pepper, with rice, meatless",605.9,39.2,55.8,24.2
"Beef, ground, with egg and onion with Tuna noodle casserole with cream or white sauce and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Taco, flour tortilla, chicken, cheese",787.6,72.4,35.6,38.6
"Shrimp cocktail with Spanish rice, NS as to fat and Stuffed pepper, with meat",681.6,39.6,52.9,33.5
"Fish sandwich, grilled with Noodle pudding and Kale, NS as to form, cooked with Pulled pork in barbecue sauce",802.3,45.8,97.8,26.1
"Fajita, beef or pork with Stew, beef, with pasta and Squash, winter, acorn, cooked, boiled, mashed, with salt with TACO BELL, Soft Taco with chicken, cheese and lettuce",689.2,40.7,62.9,30.5
"Fish, trout, grilled with Potato from Puerto Rican style stuffed pot roast, with gravy and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread",618.8,57.5,48.8,20.4
"Chicken or turkey with stuffing with Long rice noodles, made from mung beans, cooked and Carrots, glazed, cooked",569.8,32.9,82.1,12.0
"Pork, chop, NS as to fat eaten with Potato, roasted, from fresh, peel eaten, made with margarine and Tuna noodle casserole with mushroom sauce with Burrito, beef, cheese",870.9,73.4,71.8,31.6
"Restaurant, Italian, chicken parmesan without pasta with Beans and white rice and Mushrooms, white, stir-fried with Squash, winter, acorn, cooked, boiled, mashed, with salt",789.7,51.1,81.7,30.2
"Fish, cod, grilled with Potato, roasted, from fresh, peel eaten, made with butter and Tuna casserole with vegetables and mushroom sauce, no noodles",519.1,43.6,46.5,17.5
"Chicken or turkey shish kabob with vegetables, excluding potatoes with Macaroni or noodles, creamed, with cheese and tuna and Tuna casserole with vegetables and mushroom sauce, no noodles with Cheese, cottage, with fruit",586.4,47.6,52.1,21.0
"Stir fried beef and vegetables in soy sauce with Quinoa, fat added and Spinach, creamed",553.0,27.8,50.0,27.1
"Chicken curry with rice with Wild rice, cooked and Broccoli casserole with noodles with Tuna noodle casserole with mushroom sauce",643.9,25.4,102.1,15.6
"Fish curry with Stuffed pepper, with rice and meat and Broccoli casserole with rice",551.0,24.5,46.2,30.1
"Duck, Peking with Potato, mashed, from restaurant and Green bean casserole with Chicken wing, grilled with sauce",643.9,20.6,53.1,38.9
"Lamb, chop with Fish shish kabob with vegetables, excluding potatoes and Fried cauliflower with Stuffed shells, with chicken, with tomato sauce",871.2,75.0,37.3,45.4
"Chicken, roasting, meat only, cooked, roasted with Sweet potato, casserole or mashed and Stuffed pepper, with rice, meatless",813.5,58.9,56.1,37.5
"APPLEBEE'S, 9 oz house sirloin steak with Macaroni or noodles with cheese and egg and Carrots, glazed, cooked",809.8,56.0,62.6,37.5
"Shrimp scampi with Beans and brown rice and Tuna casserole with vegetables and mushroom sauce, no noodles",619.3,38.9,50.4,28.9
"Burrito, beef, cheese with Garlic bread, frozen and Broccoli casserole with rice",835.9,34.1,96.4,34.3
"Restaurant, Italian, chicken parmesan without pasta with Meat loaf with potatoes, vegetable, frozen meal and Squash, winter, acorn, cooked, boiled, mashed, with salt",624.8,38.9,49.3,30.9
"Fajita, shrimp with Restaurant, Mexican, spanish rice and Brussels sprouts, NS as to form, cooked with Ravioli, cheese and spinach-filled, with cream sauce",821.9,26.7,111.0,31.4
"Beef and noodles, no sauce with Sweet potato, casserole or mashed and Peppers, sweet, green, sauteed with Taco, flour tortilla, chicken, cheese",725.3,27.2,77.2,35.1
Tuna noodle casserole with cream or white sauce with Pinto beans and white rice and Taco or tostada salad with chicken,757.8,36.2,86.8,29.8
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork with Garlic bread, from frozen and Green bean casserole with Taco, corn tortilla, chicken, cheese",657.7,46.7,47.4,31.0
"Pork, tenderloin with Chicken or turkey shish kabob with vegetables, excluding potatoes and Squash, winter, acorn, cooked, baked, without salt",469.0,62.7,30.6,11.5
"Salmon, red (sockeye), filets with skin, smoked (Alaska Native) with Soup, potato and Cauliflower, raw with Tuna casserole with vegetables and mushroom sauce, no noodles",841.1,112.0,30.0,31.1
"Pork, chop, stuffed with Quinoa, fat added and Corned beef patty",837.3,50.8,64.5,41.3
"Fajita, shrimp with Beef shish kabob with vegetables, excluding potatoes and Bean salad, yellow and/or green string beans",736.3,52.4,59.0,32.6
"Tuna casserole with vegetables and mushroom sauce, no noodles with Macaroni or noodles with cheese and tomato and Tuna noodle casserole with mushroom sauce with Squash, winter, acorn, cooked, boiled, mashed, with salt",581.0,30.3,60.8,24.5
"Meatball sandwich or sub with Tuna noodle casserole with cream or white sauce and Spinach souffle with Cheese, cottage, NFS",746.8,42.4,62.7,36.1
"Pork, fresh, loin, tenderloin, separable lean and fat, raw with Spanish rice, fat added and Broccoli casserole with noodles with Cheese, cottage, NFS",598.9,42.1,67.1,16.7
"Soup, miso or tofu with Spanish rice with ground beef and Tuna noodle casserole with mushroom sauce",470.5,30.3,44.5,18.8
"Meatball sandwich or sub with Stew, beef, with pasta and Ravioli, cheese and spinach-filled, with cream sauce with Macaroni or noodles with cheese and egg",833.7,45.9,81.2,35.3
"Macaroni or noodles, creamed, with cheese and tuna with Noodles, cooked and Taco, corn tortilla, chicken, cheese with Taco, flour tortilla, chicken, cheese",880.7,52.4,102.1,29.0
"Shrimp, fried with Long rice noodles, made from mung beans, cooked and Spinach, creamed with Cheese, cottage, with fruit",581.2,22.2,66.8,24.3
"Lamb or mutton loaf with Garlic bread, frozen and Tuna noodle casserole with mushroom sauce with Macaroni or noodles with cheese and meat",893.9,46.3,76.9,44.0
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored with Potato from Puerto Rican style stuffed pot roast, with gravy and Stuffed pepper, with rice and meat",547.0,43.4,46.1,21.1
"Fish curry with Meat loaf with potatoes, vegetable, frozen meal and Stuffed pepper, with meat with Garlic bread, with melted cheese, from frozen",775.9,36.2,49.2,48.4
"Roast beef sandwich on wheat with Rice noodles, cooked and Green bean casserole with Burrito, beef, cheese",701.8,36.8,104.3,14.0
"Beef and noodles, no sauce with Bread stuffing and Mushrooms, white, stir-fried with Fish, salmon, baked or broiled, coated",463.5,27.6,42.6,20.7
"Beef and broccoli with Pasta with sauce, NFS and Tuna noodle casserole with vegetables and mushroom sauce with Chicken breast, grilled with sauce, skin eaten",779.1,49.6,68.5,33.2
Steak teriyaki with Bread stuffing and Broccoli casserole with noodles,632.3,58.2,41.6,25.6
"Beef, steak, ribeye, lean only eaten with Black beans and white rice and Stuffed pepper, with rice and meat",852.8,61.2,56.0,42.6
"Taco, corn tortilla, chicken, cheese with Potato patty and Brussels sprouts, NS as to form, cooked with Spinach and cheese casserole",715.3,37.1,58.8,38.6
"Beef, steak, ribeye, lean only eaten with Macaroni or noodles with cheese and meat and Kale, NS as to form, cooked",837.6,67.8,33.3,47.8
"Chicken wing, sauteed with Restaurant, Italian, chicken parmesan without pasta and Green bean casserole",854.5,68.0,31.1,49.8
"Chicken breast, rotisserie, skin eaten with Stewed potatoes and Bean salad, yellow and/or green string beans with Tuna casserole with vegetables and mushroom sauce, no noodles",717.6,61.8,51.1,30.0
"Burrito, beef, cheese with Adobo, with noodles and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",818.9,69.2,57.6,33.4
"Beef, steak, flank with Fish shish kabob with vegetables, excluding potatoes and Fried green beans with Tuna noodle casserole with mushroom sauce",835.7,73.2,38.1,43.4
"Beef and noodles, no sauce with Potato, mashed, from restaurant and Taco or tostada salad with chicken with Stir fried beef and vegetables in soy sauce",823.0,35.7,81.6,39.7
"Duck, Peking with Tuna casserole with vegetables and mushroom sauce, no noodles and Stuffed pepper, with rice and meat",672.5,33.9,37.2,42.8
"Stew, lamb with Bread stuffing and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread with Fish, salmon, baked or broiled",621.6,43.1,50.2,26.5
"CRACKER BARREL, grilled sirloin steak with Bread stuffing and Corned beef patty",611.1,60.5,24.4,30.1
"Chicken breast, grilled with sauce, skin eaten with Rice noodles, cooked and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Cheese, cottage, NFS",719.8,63.9,65.2,21.0
"APPLEBEE'S, 9 oz house sirloin steak with Garlic bread, with melted cheese, from frozen and Stuffed pepper, with meat with Chicken wing, grilled with sauce",837.6,67.6,31.3,48.7
"Spanish rice with ground beef with Wild rice, cooked and Brussels sprouts, NS as to form, cooked with Chicken wing, grilled with sauce",614.0,32.7,80.8,19.3
"Pork, fresh, loin, tenderloin, separable lean and fat, raw with Potato pancake and Mushrooms, white, stir-fried with Burrito, cheese only",682.4,48.8,53.1,30.9
"Chicken or turkey with stuffing with Couscous, plain, cooked and Lasagna with meat and spinach with Ravioli, cheese and spinach-filled, with cream sauce",893.6,65.7,94.9,27.0
"Fish, halibut, cooked, with skin (Alaska Native) with Soup, potato and Cauliflower, raw",453.8,44.5,34.0,16.6
"Fish curry with Quinoa, cooked and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Cheese, cottage, with fruit",510.2,44.7,45.4,17.1
"Fish, swordfish with Noodle pudding and Broccoli casserole with rice with Cheese, cottage, NFS",843.6,52.9,79.0,35.3
"Fish, trout, grilled with Rice dressing and Tuna noodle casserole with mushroom sauce",654.6,47.7,53.4,26.2
"WENDY'S, Ultimate Chicken Grill Sandwich with Potato, mashed, from restaurant and Spinach and cheese casserole with Macaroni or noodles with cheese and tomato",736.0,38.2,76.3,32.4
"Tuna noodle casserole with vegetables and mushroom sauce with Tuna noodle casserole with mushroom sauce and Squash, winter, acorn, cooked, baked, without salt",551.6,31.5,71.8,16.9
"Chicken thigh, sauteed, skin not eaten with Potato, mashed, ready-to-heat and Bean salad, yellow and/or green string beans with Pasta with sauce, NFS",705.9,49.0,50.6,33.4
"Beef shish kabob with vegetables, excluding potatoes with Rice, white, cooked, glutinous and Tuna noodle casserole with mushroom sauce with Cheese, parmesan, hard",722.1,54.2,66.5,25.8
"Lamb, chop with Potato, mashed, NFS and Lasagna with meat and spinach",748.5,54.6,40.9,39.6
"Stew, lamb with Quinoa, no added fat and Stuffed pepper, with rice, meatless",659.2,25.4,67.0,31.6
"Chicken curry with rice with Tuna noodle casserole with vegetables, cream or white sauce and Green bean casserole",486.5,24.3,54.8,18.9
"Chicken thigh, sauteed, skin not eaten with Stew, beef, with pasta and Lasagna with meat and spinach",807.1,71.3,38.6,39.0
"Pot pie, chicken with Beans and brown rice and Kale, NS as to form, cooked",725.3,27.7,80.0,33.0
"Duck, wild, breast, meat only, raw with Macaroni or noodles, creamed, with cheese and tuna and Cauliflower, raw",463.5,43.7,39.7,14.3
"Chicken curry with rice with Potato, baked, NFS and Stuffed pepper, with meat",591.9,21.1,78.0,22.0
"Stew, beef, with pasta with Wild rice, cooked and Squash, winter, acorn, cooked, boiled, mashed, with salt",461.0,26.2,66.4,10.6
"Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise with Bread stuffing and Beef and broccoli",785.8,32.7,69.1,41.6
"Chicken or turkey shish kabob with vegetables, excluding potatoes with Black beans and white rice and Stuffed pepper, with meat with Ravioli, cheese and spinach-filled, with cream sauce",737.5,45.2,60.6,35.2
"Fish, cod, fried with Garlic bread, from fast food / restaurant and Pepper steak with Macaroni or noodles, creamed, with cheese and tuna",831.5,44.1,62.1,44.7
Swiss steak with Tuna noodle casserole with mushroom sauce and Fried green beans with Macaroni or noodles with cheese and tomato,819.7,49.5,72.1,37.2
"Lamb, chop with Quinoa, no added fat and Brussels sprouts, NS as to form, cooked with Rice dressing",752.0,58.7,48.2,35.5
"Chicken or turkey shish kabob with vegetables, excluding potatoes with Rice pilaf and Fried green beans with TACO BELL, Soft Taco with chicken, cheese and lettuce",792.2,36.7,89.7,32.2
"Pork, chop, stuffed with Potato, mashed, from restaurant and Broccoli casserole with rice",729.2,42.0,63.5,34.1
"Lomi salmon with Noodles, japanese, soba, cooked and Fried cauliflower with Burrito, beef, cheese",740.1,35.9,93.4,26.7
"Fish, tilapia, steamed with Potato, mashed, NFS and Stuffed shells, with chicken, with tomato sauce with Fish, salmon, baked or broiled",573.2,52.3,52.3,17.7
"Chicken, roasting, meat and skin, cooked, roasted with Potato, baked, peel eaten and Stuffed green pepper, Puerto Rican style with Potato, roasted, from fresh, peel eaten, made with butter",808.7,58.5,71.4,31.4
"Pork, chop, lean only eaten with Tuna noodle casserole with vegetables and mushroom sauce and Mushrooms, white, stir-fried with Macaroni or noodles, creamed, with cheese and tuna",589.3,68.9,34.5,19.8
"Pork, pickled pork hocks with Quinoa, fat added and Tuna casserole with vegetables and mushroom sauce, no noodles with Chicken wing, grilled with sauce",741.1,51.9,51.9,36.3
"Pork, chop, NS as to fat eaten with Pasta, cooked and Squash, winter, acorn, cooked, boiled, mashed, with salt with Tuna casserole with vegetables and mushroom sauce, no noodles",681.1,64.3,65.3,17.4
"Tuna noodle casserole with mushroom sauce with Wild rice, cooked and Stuffed jalapeno pepper with Spaghetti sauce with seafood",799.4,37.0,85.0,35.7
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw with Noodles, cooked and Spinach, creamed",716.4,42.5,54.8,35.1
"Fish, cod, grilled with Potato, mashed, from restaurant and Mushrooms, white, stir-fried with Spaghetti sauce with meat",529.7,44.5,41.9,21.1
"Fish shish kabob with vegetables, excluding potatoes with Stuffed pepper, with rice and meat and Kale, NS as to form, cooked",488.1,29.4,29.8,27.5
"Shrimp, grilled with Pasta, cooked, enriched, with added salt and Stuffed jalapeno pepper",852.1,55.1,82.3,32.8
"Fish, bass, grilled with Quinoa, no added fat and Green bean casserole with Garlic bread, with melted cheese, from frozen",615.2,49.0,60.8,18.4
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork with Rolls, dinner, wheat and Carrots, glazed, cooked with Fish, trout, baked or broiled",614.5,39.5,65.7,21.6
"Lomi salmon with Garlic bread, frozen and Salmon salad with Spaghetti sauce with meat",714.5,37.4,38.9,44.9
"Pulled pork in barbecue sauce with Spanish rice, NS as to fat and Stuffed jalapeno pepper",774.7,37.0,85.2,31.8
"Chicken breast, rotisserie, skin eaten with Spanish rice, fat added and Stuffed pepper, with rice, meatless with Stir fried beef and vegetables in soy sauce",848.7,67.0,54.0,40.0
"WENDY'S, Ultimate Chicken Grill Sandwich with Pasta with sauce, NFS and Fried cauliflower",825.6,41.1,96.6,30.4
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Noodles, cooked and Brussels sprouts, NS as to form, cooked with Stuffed shells, with chicken, with tomato sauce",586.6,45.7,69.7,15.1
"Pastrami, turkey with CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta and Brussels sprouts, NS as to form, cooked",762.1,71.7,35.7,37.7
"Beef, roast with Couscous, cooked and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread with Cheese, cottage, with vegetables",700.7,67.2,62.5,18.8
"Shrimp cocktail with Chicken or turkey shish kabob with vegetables, excluding potatoes and Beef and broccoli with Pasta with sauce, NFS",563.5,55.8,30.7,23.5
"Lamb, chop with Macaroni or noodles with cheese and tomato and Stuffed green pepper, Puerto Rican style",866.3,59.6,54.4,44.4
"Tuna noodle casserole with vegetables, cream or white sauce with Garlic bread, from fast food / restaurant and Squash, winter, acorn, cooked, boiled, mashed, with salt",547.6,23.4,65.1,22.2
"Pork, chop, stuffed with Long rice noodles, made from mung beans, cooked and Tuna noodle casserole with mushroom sauce with Macaroni or noodles with cheese and meat",837.1,55.0,84.8,29.6
"TACO BELL, Soft Taco with chicken, cheese and lettuce with Chicken, chicken roll, roasted and Squash, winter, acorn, cooked, boiled, mashed, with salt",543.8,49.0,48.5,17.7
"Fajita, chicken with Long rice noodles, made from mung beans, cooked and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread with Tuna noodle casserole with vegetables and mushroom sauce",728.0,42.5,85.9,22.9
"CRACKER BARREL, grilled sirloin steak with Rice, white, cooked, glutinous and Broccoli casserole with noodles",806.4,78.6,64.1,25.5
"Shrimp scampi with Garlic bread, from fast food / restaurant and Spinach souffle with Macaroni or noodles with cheese and meat",603.0,31.8,36.4,36.2
"WENDY'S, Ultimate Chicken Grill Sandwich with Tuna casserole with vegetables and mushroom sauce, no noodles and Stuffed shells, with chicken, with tomato sauce with Chicken wing, grilled without sauce",786.1,63.6,71.0,28.0
"Chicken, roasting, meat and skin, cooked, roasted with Noodles, japanese, soba, cooked and Kale, NS as to form, cooked with Chicken wing, grilled without sauce",793.0,66.2,51.5,36.1
"Pork, tenderloin with Beans and white rice and Corned beef patty with Taco, corn tortilla, chicken, cheese",714.3,63.6,55.9,25.6
"Chicken thigh, sauteed, skin not eaten with Beef shish kabob with vegetables, excluding potatoes and Tuna casserole with vegetables and mushroom sauce, no noodles with Chicken wing, grilled without sauce",879.7,98.6,23.5,42.3
"Lamb, chop with Quinoa, no added fat and Macaroni or noodles with cheese and tomato",755.1,53.8,52.9,35.1
"Tuna noodle casserole with mushroom sauce with Tuna noodle casserole with vegetables, cream or white sauce and Broccoli casserole with noodles with Taco, corn tortilla, chicken, cheese",644.8,36.5,67.7,25.1
"Restaurant, Italian, chicken parmesan without pasta with Rolls, dinner, oat bran and Bean salad, yellow and/or green string beans",638.7,35.5,65.0,27.0
"Chicken breast, baked, coated, skin / coating not eaten with Rice, white, cooked, glutinous and Fried green beans with Tuna casserole with vegetables and mushroom sauce, no noodles",864.9,73.5,74.4,27.9
"Stew, beef, with pasta with Couscous, cooked and Mushrooms, white, stir-fried",482.1,30.2,68.9,9.9
"Fish, salmon, baked or broiled, coated with Bread stuffing and Taco, corn tortilla, chicken, cheese with Squash, winter, acorn, cooked, boiled, mashed, with salt",892.2,63.5,48.6,48.3
"Fish shish kabob with vegetables, excluding potatoes with Noodles, cooked and Stuffed pepper, with rice and meat with Spaghetti sauce with poultry",575.0,32.2,65.0,20.2
"Pastrami, turkey with Tuna noodle casserole with cream or white sauce and Beef and broccoli with Chicken breast, grilled with sauce, skin eaten",833.6,69.5,42.5,41.3
"TACO BELL, Soft Taco with steak with Potato, mashed, ready-to-heat and Carrots, glazed, cooked",735.3,25.1,79.9,35.2
"Taco, flour tortilla, chicken, cheese with Spanish rice, no added fat and Lasagna with meat and spinach with Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",845.2,53.7,84.5,31.4
"Chicken breast, rotisserie, skin not eaten with Rolls, dinner, oat bran and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Tuna noodle casserole with cream or white sauce",586.4,81.5,28.8,16.5
"Fish curry with Pasta, vegetable, cooked and Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread",711.1,47.5,88.1,17.7
"Fish, cod, grilled with Sweet potato tots and Spinach, creamed with Potato, roasted, from fresh, peel eaten, made with butter",694.5,40.5,81.4,32.2
"Pork, chop, NS as to fat eaten with Tuna noodle casserole with vegetables and mushroom sauce and Stuffed green pepper, Puerto Rican style",855.0,84.3,51.7,33.3
"Lamb shish kabob with vegetables, excluding potatoes with Potato, roasted, from fresh, peel eaten, made with butter and Beef and broccoli with Spaghetti sauce with meat",708.4,40.1,48.8,39.2
"Turkey, ground with Chicken, chicken roll, roasted and Peppers, sweet, green, sauteed with Garlic bread, with melted cheese, from frozen",752.4,68.7,17.7,47.0
"Lamb, chop with Soup, potato and Stuffed pepper, with meat with Fish, trout, baked or broiled",785.4,53.0,27.0,50.3
"CRACKER BARREL, grilled sirloin steak with Pasta, cooked, enriched, with added salt and Green bean casserole with Burrito, chicken, cheese",783.9,65.9,83.0,20.0
"Stuffed shells, with chicken, with tomato sauce with Macaroni or noodles with cheese and egg and Fried green beans with Cheese, cottage, with fruit",733.5,30.4,77.7,33.9
"Macaroni or noodles, creamed, with cheese and tuna with Noodle pudding and Fried cauliflower",836.9,27.3,105.8,34.8
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored with Potato patty and Stuffed pepper, with meat with Potato, roasted, from fresh, peel eaten, made with butter",859.3,56.2,44.4,50.7
"Beef stew, canned entree with Macaroni or noodles, creamed, with cheese and tuna and Pepper steak with Clams, steamed or boiled",588.1,36.6,49.2,27.0
"Tuna casserole with vegetables and mushroom sauce, no noodles with Spanish rice with ground beef and Fried green beans",867.4,41.8,79.0,42.2
Pepper steak with Broccoli casserole with rice and Beef and broccoli,656.9,42.5,41.9,36.1
"Stew, beef, canned with Sweet potato tots and Spinach souffle with Stir fried beef and vegetables in soy sauce",797.6,22.7,109.0,43.9
"Pork, fresh, loin, tenderloin, separable lean and fat, raw with Macaroni or noodles, creamed, with cheese and tuna and Salmon salad with Spaghetti sauce with seafood",729.3,60.8,31.9,38.1
"Lamb shish kabob with vegetables, excluding potatoes with Sweet potato, casserole or mashed and Tuna casserole with vegetables and mushroom sauce, no noodles with Stuffed shells, with chicken, with tomato sauce",692.2,42.9,57.4,32.4
"Beef stew, canned entree with Tuna noodle casserole with vegetables and mushroom sauce and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Fish, trout, baked or broiled",609.5,54.3,41.2,25.2
"Pork, chop, stuffed with Couscous, cooked and Mushrooms, white, stir-fried with Tuna noodle casserole with mushroom sauce",607.9,44.1,71.4,16.1
"Orange chicken with Potato, roasted, from fresh, peel eaten, made with margarine and Brussels sprouts, NS as to form, cooked with Tuna noodle casserole with mushroom sauce",747.1,32.0,92.2,29.7
"Bologna, turkey with Potato, baked, NFS and Carrots, glazed, cooked with Spaghetti sauce with meat",655.9,26.2,63.3,33.3
"Fish sandwich, grilled with Potato, mashed, NFS and Kale, NS as to form, cooked",622.5,36.0,78.2,18.5
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw with Shrimp shish kabob with vegetables, excluding potatoes and Stuffed pepper, with meat",667.9,60.6,17.5,38.4
"Fish, catfish, steamed with Garlic bread, frozen and Fried cauliflower",883.5,41.4,73.3,46.5
"Pork, fresh, loin, tenderloin, separable lean and fat, raw with Potato, roasted, from fresh, peel eaten, made with margarine and HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored with Fish, trout, baked or broiled",566.4,65.6,33.5,18.0
"Fish, cod, grilled with Beef and noodles, no sauce and Taco, corn tortilla, chicken, cheese with Pasta with sauce, NFS",891.3,79.4,60.0,35.8
"CRACKER BARREL, grilled sirloin steak with Broccoli casserole with noodles and Broccoli casserole with rice with Beef and noodles, no sauce",665.6,61.4,48.0,25.4
"Stew, beef with Macaroni or noodles, creamed, with cheese and tuna and Pepper steak",633.6,44.4,48.8,28.8
"Lamb, chop with Broccoli casserole with rice and Ravioli, cheese and spinach-filled, with cream sauce with Potato, roasted, from fresh, peel eaten, made with butter",782.2,54.4,50.8,39.4
"Meatballs, meatless with Stew, beef, with pasta and Stuffed pepper, with meat",675.5,52.6,32.6,36.5
"Pork, pickled pork hocks with Bread stuffing and Tuna noodle casserole with mushroom sauce with Burrito, cheese only",696.5,52.9,40.6,35.6
"Chicken breast, baked, coated, skin / coating not eaten with Beef and noodles, no sauce and Beef and broccoli with Cheese, cottage, NFS",846.0,92.8,31.4,36.1
"Tuna noodle casserole with vegetables, cream or white sauce with Couscous, plain, cooked and Corned beef patty",735.5,37.3,83.2,27.7
"Chicken thigh, stewed, skin eaten with Tuna noodle casserole with cream or white sauce and Tuna noodle casserole with mushroom sauce",761.0,58.5,42.3,39.7
"Chicken, roasting, meat only, cooked, roasted with Long rice noodles, made from mung beans, cooked and Kale, NS as to form, cooked",561.5,52.5,43.1,18.1
"APPLEBEE'S, 9 oz house sirloin steak with Restaurant, Italian, chicken parmesan without pasta and Tuna noodle casserole with mushroom sauce with Macaroni or noodles with cheese and egg",806.4,78.3,36.0,38.7
"Beef, ground, patty with Quinoa, cooked and Stuffed pepper, with meat with Fish, trout, baked or broiled",796.8,54.8,39.0,45.6
